"","ftTrumpPre","ftTrumpPost","age"
"4216",30,15,35
"4217",0,0,26
"4218",15,0,37
"4219",85,86,80
"4220",0,15,34
"4221",0,0,66
"4222",70,50,36
"4223",60,-6,34
"4224",0,15,63
"4225",0,-6,29
"4226",100,100,60
"4227",30,-6,-9
"4228",85,100,73
"4229",90,-6,25
"4230",0,0,55
"4231",0,0,27
"4232",20,20,22
"4233",0,-9,77
"4234",50,50,26
"4235",0,-6,19
"4236",0,-6,-9
"4237",70,-7,76
"4238",95,90,60
"4239",100,85,64
"4240",50,50,19
"4241",60,70,42
"4242",60,50,80
"4243",0,0,65
"4244",85,-6,57
"4245",100,-6,-9
"4246",12,15,80
"4247",100,85,39
"4248",95,70,76
"4249",0,0,44
"4250",60,50,29
"4251",100,100,59
"4252",0,0,37
"4253",100,100,66
"4254",85,90,71
"4255",0,15,35
"4256",85,85,47
"4257",100,100,40
"4258",85,100,80
"4259",100,100,19
"4260",0,0,19
"4261",60,50,38
"4262",85,100,73
"4263",0,0,41
"4264",85,85,54
"4265",15,-6,69
"4266",0,0,22
"4267",15,40,20
"4268",0,0,48
"4269",0,15,72
"4270",85,70,80
"4271",15,40,42
"4272",0,0,26
"4273",0,-6,41
"4274",0,40,35
"4275",60,50,53
"4276",0,0,77
"4277",0,0,25
"4278",70,85,66
"4279",0,0,63
"4280",50,40,40
"4281",85,100,69
"4282",50,0,48
"4283",60,60,29
"4284",70,50,37
"4285",0,0,24
"4286",50,0,28
"4287",0,0,-9
"4288",0,0,37
"4289",0,0,68
"4290",50,50,70
"4291",100,85,80
"4292",15,15,66
"4293",0,0,46
"4294",0,0,19
"4295",0,0,-9
"4296",15,15,60
"4297",0,0,57
"4298",0,0,58
"4299",100,100,76
"4300",75,60,80
"4301",50,-6,22
"4302",3,0,75
"4303",100,100,58
"4304",0,0,51
"4305",40,40,23
"4306",0,0,47
"4307",70,70,73
"4308",0,0,48
"4309",70,70,66
"4310",15,15,47
"4311",85,85,67
"4312",0,0,62
"4313",0,0,40
"4314",0,0,41
"4315",85,85,74
"4316",0,0,38
"4317",0,0,65
"4318",0,-9,46
"4319",75,70,35
"4320",-9,85,71
"4321",0,0,51
"4322",70,50,-9
"4323",0,-7,80
"4324",0,0,-9
"4325",0,0,52
"4326",0,0,62
"4327",1,10,39
"4328",0,0,74
"4329",25,30,19
"4330",-9,0,70
"4331",15,60,28
"4332",60,85,56
"4333",0,0,62
"4334",0,0,27
"4335",100,85,45
"4336",90,85,24
"4337",0,0,65
"4338",100,100,76
"4339",15,30,19
"4340",60,60,39
"4341",70,-6,65
"4342",0,0,36
"4343",70,60,45
"4344",0,0,69
"4345",60,30,21
"4346",50,0,46
"4347",60,70,44
"4348",-9,0,60
"4349",0,100,67
"4350",15,0,77
"4351",100,85,57
"4352",15,0,37
"4353",100,85,71
"4354",0,0,28
"4355",100,85,49
"4356",0,0,57
"4357",85,100,49
"4358",0,8,70
"4359",0,-6,32
"4360",70,40,77
"4361",0,0,47
"4362",15,15,80
"4363",100,100,30
"4364",0,15,33
"4365",30,0,61
"4366",70,60,29
"4367",30,30,65
"4368",0,0,28
"4369",0,0,36
"4370",50,0,71
"4371",0,15,35
"4372",0,0,50
"4373",0,0,-9
"4374",0,40,-9
"4375",100,85,68
"4376",40,60,-9
"4377",100,90,55
"4378",15,-6,26
"4379",40,70,60
"4380",15,30,39
"4381",30,0,51
"4382",35,30,55
"4383",30,15,58
"4384",60,60,70
"4385",0,0,27
"4386",70,-9,52
"4387",100,100,28
"4388",100,100,40
"4389",30,85,38
"4390",0,0,46
"4391",0,0,33
"4392",0,-9,69
"4393",60,40,44
"4394",100,100,53
"4395",0,0,71
"4396",0,0,67
"4397",70,50,59
"4398",0,0,67
"4399",0,0,26
"4400",30,10,43
"4401",30,0,51
"4402",0,0,35
"4403",0,0,72
"4404",100,100,66
"4405",0,0,50
"4406",70,-6,70
"4407",0,0,41
"4408",95,-6,36
"4409",0,0,25
"4410",95,85,46
"4411",100,-6,35
"4412",0,-6,57
"4413",40,0,50
"4414",90,100,41
"4415",0,0,45
"4416",100,100,69
"4417",60,-6,21
"4418",30,0,80
"4419",15,15,39
"4420",100,85,-9
"4421",85,100,38
"4422",0,0,38
"4423",0,0,41
"4424",30,50,26
"4425",0,0,40
"4426",40,60,-9
"4427",85,85,51
"4428",0,0,46
"4429",0,0,64
"4430",30,15,-9
"4431",50,60,35
"4432",100,-6,62
"4433",0,0,70
"4434",0,0,50
"4435",100,100,67
"4436",-9,-6,-9
"4437",0,0,73
"4438",0,0,33
"4439",0,0,31
"4440",0,0,20
"4441",0,0,-9
"4442",85,75,55
"4443",15,-6,50
"4444",0,0,70
"4445",100,100,39
"4446",100,100,51
"4447",-9,50,61
"4448",35,15,23
"4449",100,100,32
"4450",90,70,69
"4451",15,50,57
"4452",100,-6,44
"4453",0,0,23
"4454",85,85,51
"4455",60,50,38
"4456",100,100,73
"4457",0,0,69
"4458",40,40,37
"4459",15,5,46
"4460",100,100,73
"4461",100,90,-9
"4462",100,-6,73
"4463",0,0,65
"4464",60,85,34
"4465",0,0,28
"4466",65,75,27
"4467",100,-7,55
"4468",0,0,55
"4469",0,0,65
"4470",85,70,71
"4471",0,0,54
"4472",60,60,50
"4473",100,85,74
"4474",70,50,53
"4475",15,30,29
"4476",0,0,72
"4477",85,85,-9
"4478",0,0,48
"4479",15,0,69
"4480",70,100,36
"4481",85,85,-9
"4482",40,60,26
"4483",0,0,23
"4484",85,99,60
"4485",40,0,54
"4486",0,0,27
"4487",60,70,45
"4488",0,0,69
"4489",0,0,30
"4490",0,15,80
"4491",60,30,65
"4492",50,30,76
"4493",0,0,39
"4494",85,70,60
"4495",-9,70,40
"4496",70,60,37
"4497",0,0,42
"4498",0,0,63
"4499",100,100,54
"4500",0,0,25
"4501",0,60,29
"4502",0,0,25
"4503",0,0,73
"4504",60,50,22
"4505",100,100,80
"4506",0,0,36
"4507",0,0,39
"4508",0,0,35
"4509",0,0,25
"4510",0,0,29
"4511",100,85,48
"4512",100,100,64
"4513",70,85,80
"4514",100,-6,80
"4515",0,0,65
"4516",95,85,56
"4517",70,40,39
"4518",70,-6,58
"4519",85,85,56
"4520",60,30,65
"4521",0,0,80
"4522",100,100,48
"4523",-9,0,65
"4524",75,65,30
"4525",60,-7,80
"4526",70,60,39
"4527",0,0,22
"4528",50,30,69
"4529",50,70,46
"4530",0,15,37
"4531",85,85,-9
"4532",0,0,31
"4533",100,100,65
"4534",85,60,67
"4535",0,0,80
"4536",75,60,57
"4537",0,5,56
"4538",0,0,31
"4539",0,0,44
"4540",0,0,33
"4541",15,-6,73
"4542",0,0,70
"4543",85,85,39
"4544",30,0,62
"4545",100,85,45
"4546",15,0,18
"4547",0,0,22
"4548",0,-6,29
"4549",90,100,24
"4550",70,-6,56
"4551",60,100,33
"4552",0,0,55
"4553",100,100,34
"4554",0,0,70
"4555",100,90,60
"4556",100,85,35
"4557",0,0,41
"4558",85,85,48
"4559",100,85,51
"4560",60,70,53
"4561",70,70,80
"4562",85,95,34
"4563",0,0,65
"4564",100,-7,65
"4565",0,0,58
"4566",70,100,75
"4567",94,100,42
"4568",60,60,34
"4569",30,15,50
"4570",0,0,40
"4571",50,0,71
"4572",0,0,53
"4573",70,-6,62
"4574",0,60,43
"4575",0,15,64
"4576",50,30,47
"4577",100,100,58
"4578",100,100,52
"4579",85,100,61
"4580",15,30,80
"4581",100,100,63
"4582",15,-6,64
"4583",60,-6,38
"4584",86,100,57
"4585",100,99,71
"4586",0,0,32
"4587",85,100,70
"4588",0,0,40
"4589",60,60,66
"4590",60,60,33
"4591",60,-6,33
"4592",15,30,65
"4593",100,100,58
"4594",0,0,40
"4595",100,100,53
"4596",0,0,70
"4597",60,60,35
"4598",100,85,74
"4599",90,95,49
"4600",70,-6,48
"4601",0,0,79
"4602",95,100,33
"4603",40,30,60
"4604",-9,85,67
"4605",60,0,43
"4606",100,95,-9
"4607",60,50,75
"4608",-9,-6,80
"4609",50,30,60
"4610",0,0,33
"4611",85,80,59
"4612",15,15,27
"4613",30,30,67
"4614",85,-6,35
"4615",15,30,50
"4616",70,60,74
"4617",95,85,37
"4618",30,0,41
"4619",15,0,76
"4620",0,0,51
"4621",100,-6,35
"4622",-9,0,76
"4623",85,100,73
"4624",100,100,36
"4625",85,100,58
"4626",15,30,41
"4627",0,0,23
"4628",0,0,50
"4629",100,100,70
"4630",0,0,61
"4631",100,100,44
"4632",10,0,24
"4633",70,50,71
"4634",70,100,45
"4635",50,0,-9
"4636",50,50,-9
"4637",85,100,73
"4638",30,30,59
"4639",0,0,21
"4640",100,100,41
"4641",40,60,61
"4642",70,60,18
"4643",100,-6,19
"4644",30,15,50
"4645",70,60,40
"4646",0,0,28
"4647",0,50,-9
"4648",85,100,34
"4649",50,40,30
"4650",85,-6,64
"4651",0,0,39
"4652",100,100,33
"4653",70,-6,-9
"4654",0,0,72
"4655",0,0,69
"4656",100,100,57
"4657",0,0,72
"4658",85,70,44
"4659",100,100,57
"4660",15,0,67
"4661",0,0,54
"4662",15,15,67
"4663",0,0,72
"4664",70,100,31
"4665",85,85,69
"4666",0,0,33
"4667",70,60,57
"4668",85,85,46
"4669",0,0,73
"4670",85,100,64
"4671",15,10,18
"4672",100,85,66
"4673",100,100,36
"4674",0,0,64
"4675",0,0,45
"4676",0,0,41
"4677",50,0,29
"4678",0,0,53
"4679",85,100,65
"4680",15,0,62
"4681",85,80,79
"4682",60,70,62
"4683",0,0,73
"4684",85,60,64
"4685",100,-6,70
"4686",0,0,52
"4687",0,-6,20
"4688",0,100,54
"4689",100,100,41
"4690",0,0,72
"4691",0,0,29
"4692",0,0,43
"4693",15,0,31
"4694",0,0,69
"4695",0,0,39
"4696",0,0,71
"4697",0,0,43
"4698",60,50,23
"4699",15,0,77
"4700",0,0,47
"4701",50,50,26
"4702",0,0,29
"4703",10,1,30
"4704",100,-6,80
"4705",0,0,43
"4706",100,100,50
"4707",70,-6,28
"4708",0,-7,41
"4709",70,70,46
"4710",0,-7,39
"4711",50,0,64
"4712",0,0,44
"4713",0,0,30
"4714",0,0,27
"4715",0,0,53
"4716",100,85,68
"4717",70,70,66
"4718",100,100,26
"4719",1,5,47
"4720",0,0,75
"4721",0,0,43
"4722",85,100,65
"4723",40,-6,60
"4724",0,0,39
"4725",0,0,56
"4726",100,100,80
"4727",40,40,-9
"4728",-9,0,40
"4729",60,70,40
"4730",0,0,33
"4731",0,0,24
"4732",0,-6,49
"4733",0,-9,80
"4734",70,85,57
"4735",50,0,-9
"4736",100,100,71
"4737",40,40,37
"4738",0,-6,74
"4739",50,50,18
"4740",0,0,28
"4741",0,0,60
"4742",60,60,38
"4743",0,0,41
"4744",0,0,65
"4745",100,70,67
"4746",-9,30,-9
"4747",5,0,66
"4748",0,0,46
"4749",100,100,40
"4750",100,-6,56
"4751",70,40,-9
"4752",0,0,73
"4753",30,15,71
"4754",0,0,80
"4755",0,-6,51
"4756",0,0,34
"4757",70,-7,-9
"4758",0,0,27
"4759",100,-6,-9
"4760",30,40,22
"4761",100,100,48
"4762",60,40,28
"4763",85,70,79
"4764",85,100,31
"4765",0,0,70
"4766",85,-6,58
"4767",85,100,80
"4768",30,0,55
"4769",0,0,60
"4770",100,100,57
"4771",100,100,68
"4772",100,100,73
"4773",100,40,75
"4774",0,0,27
"4775",85,-6,76
"4776",0,15,20
"4777",10,0,32
"4778",100,100,37
"4779",40,40,-9
"4780",-9,0,78
"4781",15,0,53
"4782",0,0,26
"4783",15,-6,64
"4784",50,-6,60
"4785",0,0,55
"4786",0,0,20
"4787",70,60,58
"4788",85,85,75
"4789",70,-6,63
"4790",85,85,65
"4791",70,-6,31
"4792",70,70,50
"4793",50,40,67
"4794",100,85,60
"4795",100,100,80
"4796",15,15,64
"4797",0,15,24
"4798",0,0,74
"4799",-9,0,60
"4800",85,15,65
"4801",0,15,75
"4802",0,0,30
"4803",50,50,30
"4804",85,70,45
"4805",0,-6,43
"4806",0,0,60
"4807",30,40,66
"4808",90,90,35
"4809",40,15,40
"4810",100,100,80
"4811",60,40,38
"4812",90,100,60
"4813",60,50,26
"4814",85,100,60
"4815",0,0,70
"4816",15,0,49
"4817",30,15,54
"4818",75,30,43
"4819",85,100,57
"4820",0,0,34
"4821",0,15,65
"4822",0,0,68
"4823",60,50,68
"4824",0,0,28
"4825",0,0,67
"4826",-9,0,72
"4827",0,0,59
"4828",70,70,46
"4829",0,0,35
"4830",0,-6,64
"4831",0,0,49
"4832",0,50,27
"4833",0,0,61
"4834",0,-6,68
"4835",70,80,61
"4836",0,0,62
"4837",0,0,55
"4838",0,5,56
"4839",0,0,23
"4840",0,-6,79
"4841",-9,0,80
"4842",0,0,80
"4843",15,40,80
"4844",0,0,39
"4845",40,50,18
"4846",0,0,29
"4847",0,0,67
"4848",30,30,68
"4849",100,60,22
"4850",85,70,-9
"4851",90,85,41
"4852",0,0,41
"4853",70,30,36
"4854",85,70,-9
"4855",0,0,-9
"4856",85,85,30
"4857",15,15,-9
"4858",85,-6,20
"4859",100,100,53
"4860",75,15,47
"4861",100,90,43
"4862",100,100,63
"4863",100,70,22
"4864",100,100,80
"4865",0,0,73
"4866",15,0,31
"4867",60,60,57
"4868",-9,15,71
"4869",0,0,64
"4870",0,0,69
"4871",100,100,67
"4872",0,0,58
"4873",0,0,19
"4874",25,24,42
"4875",0,0,24
"4876",70,40,77
"4877",0,0,37
"4878",100,100,55
"4879",40,60,69
"4880",0,0,68
"4881",0,0,24
"4882",30,15,59
"4883",0,0,29
"4884",60,-6,-9
"4885",85,85,73
"4886",0,-6,39
"4887",100,86,-9
"4888",-9,15,77
"4889",0,0,-9
"4890",85,-6,-9
"4891",100,100,53
"4892",10,0,53
"4893",70,60,68
"4894",0,0,40
"4895",0,0,25
"4896",0,0,40
"4897",0,30,43
"4898",0,0,51
"4899",15,15,57
"4900",20,10,65
"4901",-9,-9,80
"4902",100,-6,42
"4903",20,15,48
"4904",15,30,38
"4905",100,100,31
"4906",0,0,65
"4907",85,100,41
"4908",0,1,-9
"4909",0,30,80
"4910",50,70,40
"4911",0,0,38
"4912",0,0,68
"4913",60,0,30
"4914",40,30,65
"4915",100,100,66
"4916",91,99,51
"4917",85,100,51
"4918",0,0,20
"4919",30,0,32
"4920",70,60,41
"4921",50,50,57
"4922",0,-6,54
"4923",70,70,42
"4924",100,85,52
"4925",100,100,76
"4926",15,15,65
"4927",0,0,72
"4928",0,-6,39
"4929",0,0,47
"4930",100,100,40
"4931",95,-6,27
"4932",0,2,32
"4933",0,0,66
"4934",0,0,64
"4935",0,0,67
"4936",70,60,31
"4937",0,0,72
"4938",70,-7,45
"4939",0,0,24
"4940",15,30,29
"4941",0,0,39
"4942",15,0,52
"4943",100,100,57
"4944",85,100,56
"4945",0,0,27
"4946",60,30,46
"4947",100,85,57
"4948",0,0,75
"4949",0,15,54
"4950",100,100,71
"4951",0,0,42
"4952",30,-6,58
"4953",0,0,58
"4954",0,0,69
"4955",85,100,19
"4956",40,-6,34
"4957",0,0,53
"4958",100,100,72
"4959",0,5,44
"4960",85,50,36
"4961",0,0,25
"4962",0,0,55
"4963",90,100,33
"4964",100,100,78
"4965",0,-6,51
"4966",0,0,80
"4967",85,100,51
"4968",15,0,55
"4969",0,0,18
"4970",85,0,65
"4971",70,85,43
"4972",0,0,18
"4973",0,0,51
"4974",85,75,35
"4975",0,-6,69
"4976",60,100,75
"4977",100,-6,63
"4978",0,40,80
"4979",0,0,33
"4980",0,0,68
"4981",100,100,28
"4982",45,-6,27
"4983",80,70,33
"4984",10,20,30
"4985",0,0,53
"4986",70,-6,58
"4987",40,0,27
"4988",100,100,50
"4989",40,40,-9
"4990",40,0,37
"4991",70,70,63
"4992",30,-6,19
"4993",0,0,25
"4994",100,100,71
"4995",30,0,55
"4996",100,-6,29
"4997",75,95,52
"4998",0,0,32
"4999",70,85,52
"5000",85,100,66
"5001",100,100,66
"5002",85,70,57
"5003",60,60,39
"5004",0,15,21
"5005",30,25,34
"5006",100,100,-9
"5007",0,0,35
"5008",0,0,80
"5009",100,-6,26
"5010",15,15,75
"5011",70,-6,34
"5012",85,85,43
"5013",0,0,21
"5014",0,0,25
"5015",40,0,45
"5016",85,85,35
"5017",30,-6,18
"5018",30,15,39
"5019",85,85,71
"5020",0,0,-9
"5021",0,-6,55
"5022",85,85,-9
"5023",50,-6,78
"5024",0,0,44
"5025",40,15,68
"5026",40,40,35
"5027",0,0,63
"5028",70,60,72
"5029",0,0,74
"5030",0,-6,-9
"5031",0,0,76
"5032",15,40,26
"5033",30,15,39
"5034",70,60,31
"5035",100,100,34
"5036",85,85,38
"5037",100,70,58
"5038",0,1,63
"5039",0,0,73
"5040",75,75,43
"5041",100,100,80
"5042",0,0,29
"5043",0,0,71
"5044",100,85,49
"5045",70,100,63
"5046",0,0,34
"5047",0,0,65
"5048",85,100,31
"5049",0,-6,79
"5050",70,85,67
"5051",40,30,65
"5052",0,-6,30
"5053",15,0,50
"5054",0,0,71
"5055",-9,0,73
"5056",30,15,50
"5057",15,-6,30
"5058",0,0,41
"5059",100,95,-9
"5060",100,100,18
"5061",100,100,77
"5062",0,15,19
"5063",0,17,40
"5064",-9,100,74
"5065",0,0,37
"5066",85,100,75
"5067",60,-6,37
"5068",0,0,80
"5069",0,0,69
"5070",85,90,59
"5071",40,30,22
"5072",75,80,30
"5073",0,0,44
"5074",0,0,64
"5075",70,-6,40
"5076",0,0,61
"5077",0,0,29
"5078",0,0,78
"5079",15,30,71
"5080",0,-6,45
"5081",100,100,66
"5082",85,85,52
"5083",100,-6,40
"5084",-9,35,41
"5085",0,0,31
"5086",0,0,66
"5087",85,-6,24
"5088",0,-6,34
"5089",70,40,41
"5090",15,0,24
"5091",0,0,29
"5092",70,80,36
"5093",90,100,41
"5094",100,60,80
"5095",40,-7,57
"5096",90,85,57
"5097",90,-6,51
"5098",100,100,66
"5099",5,0,45
"5100",85,85,25
"5101",100,100,28
"5102",100,100,72
"5103",70,85,36
"5104",0,0,21
"5105",85,85,64
"5106",82,-6,33
"5107",85,85,47
"5108",0,0,28
"5109",85,85,40
"5110",0,30,27
"5111",30,-6,68
"5112",100,85,19
"5113",90,85,39
"5114",0,10,20
"5115",60,15,46
"5116",85,70,55
"5117",90,95,56
"5118",-9,0,68
"5119",98,85,74
"5120",0,0,28
"5121",85,85,68
"5122",100,100,21
"5123",85,100,61
"5124",50,-6,31
"5125",100,85,-9
"5126",100,100,72
"5127",85,70,72
"5128",0,0,59
"5129",90,93,62
"5130",0,-6,-9
"5131",50,50,35
"5132",0,0,38
"5133",-9,85,21
"5134",85,70,48
"5135",0,0,41
"5136",100,100,46
"5137",0,0,34
"5138",29,10,44
"5139",85,90,61
"5140",70,40,48
"5141",75,70,35
"5142",60,85,35
"5143",0,-6,58
"5144",0,0,68
"5145",50,30,60
"5146",90,80,70
"5147",85,85,63
"5148",100,100,47
"5149",0,0,69
"5150",100,85,66
"5151",0,0,30
"5152",85,100,25
"5153",85,85,52
"5154",40,40,37
"5155",100,100,75
"5156",0,-6,57
"5157",0,0,50
"5158",0,0,63
"5159",60,60,39
"5160",0,0,63
"5161",0,15,47
"5162",85,85,32
"5163",0,15,67
"5164",0,0,61
"5165",0,50,35
"5166",0,5,77
"5167",15,0,53
"5168",87,75,23
"5169",0,0,27
"5170",0,0,-9
"5171",100,100,80
"5172",70,-6,35
"5173",-9,100,79
"5174",15,4,49
"5175",80,60,57
"5176",0,0,70
"5177",2,0,33
"5178",30,0,60
"5179",0,0,32
"5180",60,30,55
"5181",100,100,67
"5182",30,0,-9
"5183",0,10,29
"5184",85,50,34
"5185",70,85,60
"5186",0,-6,-9
"5187",0,0,57
"5188",0,0,80
"5189",30,0,24
"5190",70,-6,47
"5191",50,-6,34
"5192",0,0,75
"5193",0,0,38
"5194",0,0,32
"5195",0,5,29
"5196",15,0,71
"5197",0,0,61
"5198",0,0,37
"5199",85,85,66
"5200",100,85,37
"5201",100,100,-9
"5202",0,0,75
"5203",0,0,29
"5204",0,0,56
"5205",100,-5,31
"5206",0,0,65
"5207",99,100,66
"5208",15,60,64
"5209",50,-6,23
"5210",100,100,39
"5211",0,0,29
"5212",30,-6,27
"5213",85,-6,37
"5214",0,-7,30
"5215",0,0,42
"5216",60,55,29
"5217",70,70,53
"5218",70,85,80
"5219",0,0,67
"5220",40,30,-9
"5221",15,0,73
"5222",85,100,70
"5223",75,100,33
"5224",70,100,53
"5225",0,0,58
"5226",100,85,39
"5227",40,15,45
"5228",0,0,65
"5229",0,-6,58
"5230",-9,0,66
"5231",0,0,51
"5232",0,0,51
"5233",70,70,55
"5234",75,60,29
"5235",85,100,32
"5236",50,0,26
"5237",30,40,73
"5238",50,-6,24
"5239",100,100,74
"5240",70,70,46
"5241",85,85,48
"5242",30,50,54
"5243",40,40,27
"5244",-9,70,32
"5245",15,0,42
"5246",0,0,36
"5247",100,100,47
"5248",0,0,39
"5249",85,85,52
"5250",0,0,60
"5251",0,15,80
"5252",0,0,64
"5253",0,0,61
"5254",100,100,72
"5255",0,0,58
"5256",30,-6,44
"5257",100,85,75
"5258",0,0,77
"5259",0,0,67
"5260",10,0,65
"5261",100,85,58
"5262",85,15,67
"5263",0,0,49
"5264",0,0,55
"5265",30,50,79
"5266",85,-6,70
"5267",100,100,67
"5268",0,0,33
"5269",0,0,38
"5270",0,0,44
"5271",15,16,80
"5272",0,0,27
"5273",100,100,76
"5274",0,0,33
"5275",100,100,72
"5276",100,-6,80
"5277",100,100,53
"5278",0,0,80
"5279",85,85,68
"5280",0,0,42
"5281",5,0,74
"5282",70,85,-9
"5283",100,100,68
"5284",100,100,55
"5285",100,100,35
"5286",-9,-9,80
"5287",0,0,60
"5288",85,70,80
"5289",0,15,74
"5290",85,80,29
"5291",0,0,61
"5292",0,0,43
"5293",85,85,68
"5294",85,70,57
"5295",0,100,23
"5296",0,0,78
"5297",0,0,64
"5298",70,70,76
"5299",90,90,-9
"5300",85,70,58
"5301",100,100,68
"5302",0,0,68
"5303",-9,15,59
"5304",60,70,41
"5305",0,0,30
"5306",0,-6,35
"5307",100,70,69
"5308",40,15,-9
"5309",0,0,21
"5310",-9,-6,-9
"5311",50,50,34
"5312",0,-7,80
"5313",30,15,49
"5314",50,-7,73
"5315",60,70,62
"5316",85,15,19
"5317",15,0,52
"5318",0,0,57
"5319",40,0,44
"5320",70,50,40
"5321",70,85,44
"5322",0,0,44
"5323",100,100,72
"5324",100,-6,71
"5325",0,0,36
"5326",75,-6,56
"5327",100,85,56
"5328",40,50,66
"5329",100,95,66
"5330",0,0,-9
"5331",70,70,48
"5332",15,0,44
"5333",0,15,30
"5334",70,60,80
"5335",70,70,80
"5336",100,-6,37
"5337",0,0,30
"5338",60,15,36
"5339",100,100,34
"5340",0,0,59
"5341",0,0,51
"5342",70,60,-9
"5343",55,-7,30
"5344",0,0,80
"5345",15,5,80
"5346",95,99,25
"5347",0,-6,58
"5348",0,-6,65
"5349",100,100,38
"5350",100,100,61
"5351",0,0,38
"5352",0,0,33
"5353",100,85,-9
"5354",100,-6,64
"5355",0,0,70
"5356",30,15,28
"5357",30,15,34
"5358",70,-6,38
"5359",0,0,66
"5360",40,0,34
"5361",90,100,40
"5362",100,100,60
"5363",55,45,20
"5364",0,0,60
"5365",100,85,56
"5366",0,-6,72
"5367",0,0,68
"5368",30,30,56
"5369",85,-6,60
"5370",0,0,56
"5371",0,0,39
"5372",0,0,38
"5373",0,0,65
"5374",70,100,22
"5375",0,0,39
"5376",100,100,66
"5377",0,0,44
"5378",0,0,46
"5379",100,100,80
"5380",70,70,49
"5381",40,0,50
"5382",0,0,70
"5383",0,0,57
"5384",40,40,-9
"5385",15,0,41
"5386",0,0,46
"5387",60,70,80
"5388",0,0,38
"5389",30,50,33
"5390",70,8,34
"5391",-9,50,-9
"5392",70,100,33
"5393",0,0,19
"5394",15,0,26
"5395",0,50,29
"5396",2,10,38
"5397",50,50,56
"5398",0,0,75
"5399",0,0,29
"5400",-9,30,47
"5401",0,-6,20
"5402",0,0,54
"5403",15,0,60
"5404",60,60,27
"5405",70,70,25
"5406",40,40,35
"5407",40,-6,70
"5408",-9,-6,77
"5409",60,30,56
"5410",0,0,37
"5411",70,60,56
"5412",85,100,48
"5413",0,-6,62
"5414",30,-6,80
"5415",100,100,28
"5416",0,0,40
"5417",100,85,68
"5418",0,-6,39
"5419",0,0,61
"5420",85,85,45
"5421",0,0,78
"5422",0,0,71
"5423",0,0,63
"5424",0,0,61
"5425",30,30,-9
"5426",0,0,66
"5427",60,35,36
"5428",100,-6,-9
"5429",0,0,77
"5430",100,100,80
"5431",50,40,65
"5432",40,30,55
"5433",100,100,33
"5434",0,0,60
"5435",100,100,65
"5436",100,100,74
"5437",100,-6,78
"5438",15,15,48
"5439",50,60,30
"5440",0,0,24
"5441",50,70,38
"5442",85,100,63
"5443",0,0,33
"5444",90,70,75
"5445",100,-6,69
"5446",0,0,64
"5447",15,15,-9
"5448",70,85,37
"5449",50,70,-9
"5450",70,50,51
"5451",70,100,57
"5452",0,0,27
"5453",100,70,46
"5454",0,0,41
"5455",15,60,37
"5456",0,0,42
"5457",85,85,52
"5458",70,-6,36
"5459",85,85,28
"5460",40,60,66
"5461",30,0,44
"5462",85,70,56
"5463",100,100,26
"5464",0,0,28
"5465",100,70,35
"5466",15,0,60
"5467",70,85,67
"5468",0,0,75
"5469",40,40,29
"5470",70,85,70
"5471",0,0,76
"5472",100,100,-9
"5473",0,0,78
"5474",0,0,48
"5475",85,70,52
"5476",0,0,28
"5477",100,100,-9
"5478",30,15,32
"5479",30,-6,55
"5480",0,0,37
"5481",0,0,45
"5482",0,0,61
"5483",100,85,52
"5484",35,30,32
"5485",80,70,30
"5486",100,100,44
"5487",0,15,59
"5488",-9,60,76
"5489",0,0,27
"5490",15,0,55
"5491",0,0,75
"5492",100,85,48
"5493",15,7,32
"5494",0,15,44
"5495",100,85,77
"5496",90,85,52
"5497",100,100,65
"5498",100,85,66
"5499",70,60,36
"5500",100,-6,58
"5501",85,85,80
"5502",70,85,30
"5503",0,0,18
"5504",60,30,47
"5505",100,100,54
"5506",0,0,46
"5507",85,-6,-9
"5508",0,15,38
"5509",0,0,60
"5510",80,40,80
"5511",20,15,41
"5512",85,-6,23
"5513",0,0,71
"5514",0,0,27
"5515",0,0,70
"5516",60,95,78
"5517",0,-6,19
"5518",0,0,64
"5519",100,100,51
"5520",100,100,32
"5521",60,30,54
"5522",100,85,56
"5523",70,60,44
"5524",0,0,69
"5525",-9,-6,65
"5526",35,60,26
"5527",0,0,26
"5528",0,0,69
"5529",0,0,48
"5530",0,0,50
"5531",0,0,33
"5532",0,30,19
"5533",0,0,47
"5534",100,85,38
"5535",60,70,45
"5536",0,0,62
"5537",85,-6,56
"5538",9,100,32
"5539",65,80,53
"5540",60,-6,35
"5541",60,50,59
"5542",50,50,-9
"5543",0,0,27
"5544",0,0,54
"5545",100,-6,69
"5546",-9,-9,48
"5547",100,85,56
"5548",0,0,36
"5549",100,70,63
"5550",40,60,80
"5551",0,0,48
"5552",0,0,25
"5553",0,0,21
"5554",70,50,-9
"5555",15,-6,45
"5556",15,-6,18
"5557",90,90,41
"5558",0,0,57
"5559",85,85,66
"5560",0,0,63
"5561",15,60,-9
"5562",0,-6,25
"5563",30,0,80
"5564",0,0,64
"5565",0,0,24
"5566",0,0,47
"5567",100,-9,31
"5568",65,60,30
"5569",50,-6,49
"5570",45,30,40
"5571",0,0,67
"5572",60,85,57
"5573",0,0,28
"5574",100,89,50
"5575",15,0,66
"5576",100,85,69
"5577",0,0,59
"5578",0,-6,55
"5579",15,0,23
"5580",0,0,34
"5581",60,70,38
"5582",100,100,64
"5583",85,-6,44
"5584",100,100,57
