"","ftTrumpPre","ftTrumpPost","age"
"2848",-9,0,25
"2849",60,70,52
"2850",0,0,61
"2851",15,15,29
"2852",0,0,56
"2853",100,100,38
"2854",0,0,-9
"2855",85,85,63
"2856",95,100,54
"2857",85,85,80
"2858",85,85,47
"2859",0,0,24
"2860",40,30,50
"2861",30,-6,25
"2862",0,0,24
"2863",0,0,57
"2864",85,85,62
"2865",50,40,34
"2866",50,70,41
"2867",100,60,42
"2868",15,100,37
"2869",85,-6,34
"2870",100,85,73
"2871",0,15,22
"2872",15,0,80
"2873",0,0,73
"2874",0,0,78
"2875",0,0,27
"2876",0,0,-9
"2877",60,100,80
"2878",85,-6,49
"2879",100,100,68
"2880",0,0,60
"2881",60,3,65
"2882",40,15,21
"2883",0,0,21
"2884",8,50,73
"2885",0,0,66
"2886",0,0,35
"2887",85,85,34
"2888",0,0,60
"2889",-9,15,43
"2890",85,85,80
"2891",0,0,28
"2892",0,0,26
"2893",100,85,23
"2894",70,75,69
"2895",0,0,63
"2896",70,85,48
"2897",0,0,55
"2898",0,0,26
"2899",0,-6,44
"2900",0,0,31
"2901",85,-6,62
"2902",0,0,30
"2903",100,-6,60
"2904",15,0,34
"2905",0,0,52
"2906",85,68,-9
"2907",0,-6,41
"2908",15,-6,40
"2909",100,85,73
"2910",0,0,-9
"2911",15,0,80
"2912",0,-6,68
"2913",0,0,36
"2914",15,0,59
"2915",70,-6,39
"2916",0,0,60
"2917",50,0,24
"2918",30,40,-9
"2919",-9,30,80
"2920",0,0,33
"2921",100,100,62
"2922",50,70,43
"2923",50,49,-9
"2924",-9,100,80
"2925",100,75,46
"2926",75,70,-9
"2927",100,-6,68
"2928",98,100,58
"2929",0,0,67
"2930",0,0,61
"2931",40,50,34
"2932",0,0,80
"2933",100,-6,45
"2934",100,100,30
"2935",70,100,80
"2936",70,85,60
"2937",100,100,76
"2938",90,100,47
"2939",60,60,50
"2940",100,-6,57
"2941",15,40,35
"2942",0,0,41
"2943",0,0,26
"2944",0,0,-9
"2945",70,70,44
"2946",85,60,80
"2947",100,85,77
"2948",0,0,65
"2949",15,0,79
"2950",0,0,70
"2951",15,-6,27
"2952",0,0,29
"2953",60,80,73
"2954",0,0,20
"2955",0,0,44
"2956",100,100,72
"2957",0,0,46
"2958",85,-6,54
"2959",60,45,69
"2960",0,0,48
"2961",100,100,-9
"2962",0,0,40
"2963",30,30,78
"2964",75,85,49
"2965",0,0,77
"2966",60,30,65
"2967",0,0,58
"2968",0,0,58
"2969",0,0,31
"2970",60,30,35
"2971",70,60,56
"2972",0,0,58
"2973",0,0,22
"2974",15,-6,54
"2975",0,0,49
"2976",-9,40,68
"2977",100,100,80
"2978",-9,50,-9
"2979",60,40,52
"2980",0,0,44
"2981",100,100,60
"2982",100,100,59
"2983",100,100,62
"2984",0,0,70
"2985",0,0,67
"2986",0,0,40
"2987",0,0,43
"2988",70,100,74
"2989",85,100,56
"2990",50,0,35
"2991",0,-7,27
"2992",10,30,24
"2993",30,0,32
"2994",85,85,58
"2995",85,85,32
"2996",90,-6,33
"2997",100,100,-9
"2998",0,0,-9
"2999",85,40,80
"3000",0,0,71
"3001",0,15,69
"3002",60,60,-9
"3003",10,10,26
"3004",0,0,63
"3005",0,0,71
"3006",60,60,56
"3007",50,60,-9
"3008",85,80,47
"3009",0,0,45
"3010",100,100,36
"3011",0,0,80
"3012",0,0,19
"3013",15,0,-9
"3014",100,100,44
"3015",60,60,-9
"3016",0,0,34
"3017",0,0,30
"3018",85,85,71
"3019",0,0,69
"3020",0,0,69
"3021",15,0,34
"3022",85,50,46
"3023",85,40,64
"3024",0,-6,55
"3025",15,25,63
"3026",0,0,71
"3027",85,75,19
"3028",85,85,47
"3029",0,0,48
"3030",20,15,34
"3031",0,30,49
"3032",100,-6,66
"3033",40,70,40
"3034",100,-6,53
"3035",40,40,50
"3036",85,85,35
"3037",100,100,55
"3038",0,15,-9
"3039",0,40,59
"3040",50,50,34
"3041",70,72,49
"3042",0,0,64
"3043",0,-6,29
"3044",0,15,53
"3045",100,100,56
"3046",30,60,57
"3047",0,0,56
"3048",0,0,65
"3049",15,30,66
"3050",40,0,68
"3051",30,0,60
"3052",0,0,60
"3053",40,60,59
"3054",15,-6,34
"3055",0,0,33
"3056",85,100,55
"3057",40,30,-9
"3058",70,70,67
"3059",50,85,42
"3060",70,85,59
"3061",0,0,73
"3062",0,40,-9
"3063",40,85,54
"3064",100,5,66
"3065",0,0,-9
"3066",0,0,56
"3067",0,0,75
"3068",0,0,78
"3069",0,16,65
"3070",0,0,44
"3071",100,100,64
"3072",0,0,67
"3073",50,25,48
"3074",90,90,68
"3075",100,85,39
"3076",0,-7,54
"3077",0,0,80
"3078",15,15,27
"3079",0,0,55
"3080",8,15,27
"3081",100,100,65
"3082",40,60,67
"3083",0,0,51
"3084",85,-6,44
"3085",0,0,45
"3086",60,60,29
"3087",0,0,54
"3088",85,85,80
"3089",100,85,72
"3090",0,0,49
"3091",70,70,31
"3092",0,0,66
"3093",-9,0,80
"3094",0,0,47
"3095",85,85,60
"3096",100,100,80
"3097",40,30,80
"3098",50,-6,68
"3099",70,50,60
"3100",95,94,51
"3101",50,70,76
"3102",15,1,28
"3103",0,-7,19
"3104",100,-6,23
"3105",0,0,69
"3106",70,60,76
"3107",70,85,61
"3108",85,85,33
"3109",0,0,59
"3110",85,100,75
"3111",100,-6,41
"3112",15,30,35
"3113",0,0,39
"3114",100,85,48
"3115",-9,-6,72
"3116",100,100,74
"3117",0,0,71
"3118",0,0,76
"3119",100,100,28
"3120",40,40,26
"3121",0,0,68
"3122",0,0,46
"3123",0,0,47
"3124",50,0,28
"3125",60,70,23
"3126",30,0,65
"3127",0,0,40
"3128",10,4,73
"3129",30,0,41
"3130",0,0,52
"3131",0,0,47
"3132",34,-6,26
"3133",0,0,80
"3134",0,-6,80
"3135",0,0,61
"3136",100,-7,27
"3137",0,0,59
"3138",0,15,44
"3139",60,60,26
"3140",40,30,37
"3141",100,100,55
"3142",100,100,80
"3143",15,-6,19
"3144",0,0,70
"3145",40,70,27
"3146",0,0,-9
"3147",100,100,57
"3148",0,0,66
"3149",0,0,60
"3150",30,30,47
"3151",30,30,77
"3152",0,0,49
"3153",70,70,54
"3154",85,60,64
"3155",100,-6,28
"3156",85,85,61
"3157",0,15,54
"3158",100,15,25
"3159",25,50,29
"3160",0,0,24
"3161",0,-6,77
"3162",0,0,30
"3163",100,-6,40
"3164",0,0,68
"3165",0,0,65
"3166",100,100,33
"3167",85,90,39
"3168",0,5,32
"3169",100,85,60
"3170",0,0,35
"3171",85,85,71
"3172",100,70,63
"3173",85,0,41
"3174",30,0,40
"3175",0,0,80
"3176",70,-6,49
"3177",85,70,69
"3178",0,-6,34
"3179",0,-6,54
"3180",0,0,80
"3181",40,50,-9
"3182",0,30,64
"3183",100,100,50
"3184",85,100,49
"3185",85,85,62
"3186",0,0,26
"3187",70,65,28
"3188",0,0,39
"3189",15,0,49
"3190",40,30,66
"3191",85,100,56
"3192",15,0,67
"3193",15,0,20
"3194",-9,-9,73
"3195",100,100,49
"3196",100,85,69
"3197",0,0,50
"3198",0,0,54
"3199",60,40,54
"3200",30,50,65
"3201",15,0,80
"3202",0,0,23
"3203",10,50,33
"3204",25,-6,-9
"3205",0,0,43
"3206",0,0,49
"3207",0,0,25
"3208",0,0,30
"3209",100,85,51
"3210",70,70,75
"3211",100,85,74
"3212",100,85,64
"3213",70,70,33
"3214",0,-6,37
"3215",40,60,73
"3216",0,-6,64
"3217",85,-6,50
"3218",55,-6,55
"3219",100,-6,26
"3220",100,-6,59
"3221",100,100,-9
"3222",0,0,53
"3223",0,0,25
"3224",60,85,80
"3225",100,70,40
"3226",0,0,31
"3227",100,70,72
"3228",0,0,22
"3229",70,-7,71
"3230",0,0,-9
"3231",0,0,52
"3232",85,70,39
"3233",70,50,59
"3234",0,0,67
"3235",100,85,61
"3236",0,0,41
"3237",85,100,56
"3238",70,85,65
"3239",0,0,64
"3240",0,0,24
"3241",0,0,72
"3242",40,60,39
"3243",90,-6,64
"3244",85,-6,73
"3245",0,0,23
"3246",0,-6,72
"3247",0,0,19
"3248",60,30,42
"3249",0,0,26
"3250",15,50,19
"3251",0,0,77
"3252",70,50,46
"3253",0,0,35
"3254",0,0,66
"3255",0,0,68
"3256",60,60,63
"3257",0,0,40
"3258",100,100,26
"3259",100,100,80
"3260",0,0,53
"3261",50,40,35
"3262",15,0,34
"3263",15,-7,66
"3264",30,0,30
"3265",15,0,80
"3266",15,15,72
"3267",100,100,31
"3268",0,0,80
"3269",0,40,25
"3270",0,0,55
"3271",0,-6,59
"3272",0,0,80
"3273",100,100,51
"3274",0,0,63
"3275",50,0,64
"3276",0,-9,63
"3277",0,0,75
"3278",0,0,32
"3279",50,0,80
"3280",0,0,68
"3281",85,90,22
"3282",70,60,25
"3283",0,0,47
"3284",85,80,30
"3285",50,40,61
"3286",0,-6,-9
"3287",0,0,55
"3288",0,0,32
"3289",100,100,71
"3290",100,100,53
"3291",85,85,70
"3292",0,0,42
"3293",95,100,71
"3294",0,0,21
"3295",100,70,71
"3296",100,100,41
"3297",0,0,42
"3298",0,0,66
"3299",0,15,44
"3300",1,-7,-9
"3301",60,85,38
"3302",15,15,35
"3303",0,0,28
"3304",-9,85,-9
"3305",100,70,65
"3306",0,0,30
"3307",50,60,76
"3308",0,-6,21
"3309",0,0,79
"3310",0,0,41
"3311",30,40,30
"3312",0,-6,56
"3313",100,-6,49
"3314",50,50,43
"3315",0,0,49
"3316",50,70,20
"3317",70,70,63
"3318",0,-6,57
"3319",0,0,48
"3320",0,15,58
"3321",0,0,68
"3322",50,60,27
"3323",0,0,41
"3324",0,0,62
"3325",100,100,-9
"3326",0,0,58
"3327",15,0,80
"3328",0,0,35
"3329",100,100,66
"3330",30,0,66
"3331",0,0,71
"3332",2,15,80
"3333",100,100,34
"3334",85,70,63
"3335",10,10,23
"3336",80,70,63
"3337",0,0,59
"3338",90,95,43
"3339",85,70,69
"3340",55,40,37
"3341",100,-6,51
"3342",85,85,69
"3343",0,1,24
"3344",0,0,62
"3345",0,0,61
"3346",90,85,69
"3347",100,90,46
"3348",85,85,72
"3349",70,70,30
"3350",100,100,66
"3351",0,-6,26
"3352",100,100,66
"3353",50,-6,60
"3354",60,20,54
"3355",-9,0,74
"3356",30,5,39
"3357",-9,75,-9
"3358",100,100,60
"3359",60,85,22
"3360",15,0,69
"3361",60,30,59
"3362",0,0,65
"3363",85,85,50
"3364",90,85,50
"3365",70,60,23
"3366",0,-6,55
"3367",0,0,57
"3368",0,30,56
"3369",0,0,70
"3370",0,0,38
"3371",100,100,75
"3372",0,0,36
"3373",65,70,49
"3374",85,85,28
"3375",0,0,56
"3376",0,0,28
"3377",0,0,69
"3378",0,0,67
"3379",0,0,18
"3380",0,0,80
"3381",40,55,36
"3382",0,0,74
"3383",-9,100,66
"3384",0,0,41
"3385",0,0,29
"3386",0,0,42
"3387",0,0,74
"3388",-9,0,33
"3389",0,0,33
"3390",-9,15,56
"3391",0,30,61
"3392",85,85,29
"3393",0,0,47
"3394",0,-6,51
"3395",70,70,24
"3396",0,0,66
"3397",0,0,53
"3398",-9,0,57
"3399",100,85,49
"3400",0,0,46
"3401",0,0,37
"3402",0,0,39
"3403",0,0,18
"3404",0,0,79
"3405",30,15,39
"3406",100,100,67
"3407",0,0,-9
"3408",85,60,40
"3409",0,0,36
"3410",0,0,65
"3411",15,0,31
"3412",0,0,71
"3413",0,0,23
"3414",0,0,75
"3415",0,0,29
"3416",0,1,26
"3417",100,70,41
"3418",70,100,57
"3419",70,70,59
"3420",-9,15,-9
"3421",85,-6,23
"3422",100,40,25
"3423",30,15,57
"3424",0,0,66
"3425",-9,0,80
"3426",30,0,58
"3427",50,40,38
"3428",-9,100,-9
"3429",0,0,54
"3430",100,100,57
"3431",85,85,77
"3432",0,0,40
"3433",0,0,58
"3434",100,100,70
"3435",60,60,35
"3436",0,0,50
"3437",0,-6,66
"3438",85,85,80
"3439",0,0,58
"3440",0,0,47
"3441",0,0,29
"3442",0,-6,60
"3443",100,100,74
"3444",90,85,49
"3445",30,0,73
"3446",70,-6,40
"3447",85,-6,52
"3448",100,100,69
"3449",0,0,36
"3450",100,95,52
"3451",75,88,53
"3452",100,85,35
"3453",0,-7,27
"3454",15,-6,32
"3455",100,100,41
"3456",0,-6,77
"3457",1,15,50
"3458",55,60,43
"3459",40,40,-9
"3460",70,85,46
"3461",0,30,80
"3462",0,0,36
"3463",0,0,48
"3464",0,0,29
"3465",0,0,66
"3466",0,0,69
"3467",0,0,80
"3468",60,-6,61
"3469",30,30,50
"3470",5,5,39
"3471",0,0,29
"3472",0,1,66
"3473",60,50,53
"3474",0,0,36
"3475",100,85,64
"3476",0,0,35
"3477",-9,70,34
"3478",0,0,54
"3479",100,100,28
"3480",100,70,66
"3481",50,60,32
"3482",90,60,56
"3483",0,-9,40
"3484",0,0,68
"3485",100,100,80
"3486",0,0,74
"3487",0,0,31
"3488",0,0,28
"3489",0,0,75
"3490",100,100,44
"3491",0,0,27
"3492",85,100,74
"3493",0,0,38
"3494",-9,60,64
"3495",0,0,56
"3496",0,0,72
"3497",0,0,63
"3498",0,0,31
"3499",0,0,27
"3500",-9,50,58
"3501",100,100,38
"3502",85,70,53
"3503",15,0,58
"3504",85,90,51
"3505",0,15,41
"3506",85,-6,18
"3507",15,0,38
"3508",0,0,72
"3509",70,-6,51
"3510",100,100,37
"3511",85,100,76
"3512",15,30,51
"3513",0,-9,80
"3514",0,0,71
"3515",100,40,21
"3516",0,-6,-9
"3517",60,85,53
"3518",0,0,79
"3519",85,-6,37
"3520",50,15,74
"3521",0,0,57
"3522",50,-6,80
"3523",60,60,56
"3524",70,70,61
"3525",85,85,30
"3526",60,-6,31
"3527",70,60,66
"3528",85,85,74
"3529",100,100,78
"3530",0,-6,28
"3531",15,0,78
"3532",85,98,68
"3533",0,0,66
"3534",0,-6,31
"3535",0,15,22
"3536",0,15,79
"3537",0,0,54
"3538",70,-6,51
"3539",85,85,63
"3540",0,0,60
"3541",100,85,63
"3542",100,85,27
"3543",0,0,52
"3544",40,40,49
"3545",0,0,38
"3546",100,85,40
"3547",85,60,32
"3548",0,0,29
"3549",100,100,79
"3550",85,85,80
"3551",100,100,71
"3552",40,-5,24
"3553",60,70,44
"3554",60,70,59
"3555",70,100,-9
"3556",0,0,38
"3557",75,-6,36
"3558",85,85,60
"3559",0,0,38
"3560",60,70,39
"3561",100,100,71
"3562",-9,0,29
"3563",60,40,42
"3564",50,50,80
"3565",0,0,52
"3566",0,15,49
"3567",85,85,69
"3568",85,85,60
"3569",0,-6,69
"3570",100,85,69
"3571",60,70,27
"3572",50,30,30
"3573",0,0,56
"3574",70,75,33
"3575",50,-6,36
"3576",0,0,65
"3577",0,-6,51
"3578",0,0,73
"3579",70,-6,79
"3580",80,65,20
"3581",50,60,24
"3582",60,55,20
"3583",0,0,35
"3584",70,70,23
"3585",0,5,57
"3586",30,0,66
"3587",100,85,62
"3588",0,0,65
"3589",0,0,67
"3590",60,40,49
"3591",60,60,36
"3592",70,-6,27
"3593",75,100,26
"3594",100,100,59
"3595",15,-6,61
"3596",0,0,30
"3597",0,-6,25
"3598",0,0,38
"3599",60,40,51
"3600",100,100,80
"3601",100,100,-9
"3602",70,60,80
"3603",15,-6,-9
"3604",100,85,37
"3605",90,100,43
"3606",0,0,65
"3607",0,0,76
"3608",100,100,56
"3609",0,0,39
"3610",15,0,40
"3611",-9,-9,80
"3612",-9,-6,27
"3613",80,85,36
"3614",60,85,28
"3615",0,-7,-9
"3616",0,0,62
"3617",0,0,59
"3618",15,0,74
"3619",15,15,71
"3620",0,15,28
"3621",0,0,44
"3622",0,-6,45
"3623",10,0,80
"3624",95,95,59
"3625",5,0,69
"3626",0,0,47
"3627",100,-7,60
"3628",15,40,39
"3629",100,100,80
"3630",90,100,58
"3631",85,99,62
"3632",0,0,48
"3633",50,15,35
"3634",40,50,43
"3635",70,-6,48
"3636",0,0,37
"3637",0,0,43
"3638",0,-7,53
"3639",100,0,59
"3640",0,85,24
"3641",0,0,80
"3642",0,0,55
"3643",50,50,50
"3644",0,0,22
"3645",100,-6,57
"3646",0,0,78
"3647",0,0,20
"3648",60,100,79
"3649",70,40,42
"3650",0,0,55
"3651",100,86,18
"3652",35,20,18
"3653",50,40,-9
"3654",0,0,36
"3655",100,100,57
"3656",0,0,61
"3657",0,0,21
"3658",25,0,54
"3659",85,-6,38
"3660",0,0,73
"3661",0,0,39
"3662",85,85,67
"3663",100,100,75
"3664",85,-6,74
"3665",15,-6,45
"3666",0,0,39
"3667",85,100,80
"3668",85,85,74
"3669",15,15,41
"3670",-9,50,50
"3671",0,3,32
"3672",70,70,47
"3673",0,0,46
"3674",0,0,62
"3675",0,0,45
"3676",0,0,52
"3677",100,85,52
"3678",0,0,70
"3679",0,0,52
"3680",85,90,74
"3681",30,-6,66
"3682",15,30,66
"3683",0,0,70
"3684",0,0,18
"3685",30,0,24
"3686",30,40,55
"3687",0,0,53
"3688",100,100,40
"3689",0,0,39
"3690",0,0,-9
"3691",85,100,52
"3692",70,60,54
"3693",5,35,39
"3694",50,50,64
"3695",100,50,30
"3696",0,0,31
"3697",100,-6,37
"3698",0,0,40
"3699",40,40,80
"3700",0,0,62
"3701",0,0,33
"3702",15,15,37
"3703",100,100,52
"3704",0,30,48
"3705",100,100,36
"3706",70,85,33
"3707",40,15,68
"3708",0,-6,65
"3709",70,85,51
"3710",30,40,25
"3711",0,0,62
"3712",60,50,54
"3713",0,-6,22
"3714",50,-6,-9
"3715",80,85,80
"3716",85,60,48
"3717",0,30,37
"3718",10,-6,34
"3719",100,100,79
"3720",50,50,80
"3721",0,0,72
"3722",30,15,69
"3723",85,85,41
"3724",0,0,68
"3725",60,70,63
"3726",30,40,54
"3727",100,100,58
"3728",100,86,69
"3729",15,30,65
"3730",0,0,46
"3731",70,-6,62
"3732",0,-6,29
"3733",0,-7,61
"3734",0,0,52
"3735",70,85,55
"3736",50,30,27
"3737",15,30,60
"3738",30,0,56
"3739",15,15,-9
"3740",0,0,69
"3741",0,0,66
"3742",30,15,46
"3743",0,0,65
"3744",15,15,50
"3745",85,85,50
"3746",0,15,29
"3747",0,0,35
"3748",0,0,61
"3749",0,0,51
"3750",60,60,29
"3751",0,0,67
"3752",85,85,53
"3753",0,0,62
"3754",15,15,62
"3755",0,0,30
"3756",60,60,-9
"3757",100,85,55
"3758",0,0,31
"3759",85,100,53
"3760",-9,-9,66
"3761",100,85,80
"3762",0,0,59
"3763",100,95,68
"3764",100,85,49
"3765",0,0,70
"3766",0,0,36
"3767",100,100,49
"3768",15,30,19
"3769",0,0,38
"3770",50,-6,-9
"3771",85,-6,25
"3772",15,0,66
"3773",-9,89,39
"3774",0,-6,79
"3775",95,95,-9
"3776",100,85,-9
"3777",100,-6,52
"3778",0,0,34
"3779",15,0,30
"3780",60,40,47
"3781",40,100,66
"3782",0,-6,58
"3783",60,40,73
"3784",0,0,26
"3785",-9,0,80
"3786",75,88,50
"3787",100,-6,26
"3788",40,0,54
"3789",40,40,31
"3790",0,0,34
"3791",0,15,30
"3792",15,30,68
"3793",85,-7,78
"3794",0,10,29
"3795",0,0,71
"3796",-9,0,55
"3797",40,40,18
"3798",0,0,29
"3799",65,65,55
"3800",0,0,49
"3801",30,33,37
"3802",60,85,48
"3803",85,-5,60
"3804",95,100,74
"3805",0,0,63
"3806",100,100,71
"3807",0,0,48
"3808",0,0,70
"3809",0,0,60
"3810",85,100,38
"3811",50,65,42
"3812",10,-6,42
"3813",100,100,64
"3814",0,0,53
"3815",85,100,49
"3816",30,15,80
"3817",50,30,69
"3818",-9,0,79
"3819",100,-6,65
"3820",85,85,45
"3821",0,0,32
"3822",0,0,65
"3823",100,100,29
"3824",6,30,80
"3825",100,100,58
"3826",0,0,18
"3827",0,50,-9
"3828",100,85,75
"3829",0,0,20
"3830",60,15,35
"3831",0,0,62
"3832",0,0,65
"3833",0,0,66
"3834",85,60,76
"3835",0,0,54
"3836",0,0,55
"3837",0,0,45
"3838",70,70,71
"3839",15,40,73
"3840",70,65,39
"3841",0,0,37
"3842",15,0,35
"3843",85,90,-9
"3844",15,30,59
"3845",0,0,40
"3846",60,-6,36
"3847",15,40,32
"3848",50,85,24
"3849",85,100,65
"3850",0,0,71
"3851",85,85,73
"3852",80,75,23
"3853",100,100,43
"3854",100,60,67
"3855",0,0,74
"3856",0,0,55
"3857",0,0,33
"3858",15,15,68
"3859",70,70,65
"3860",0,0,38
"3861",100,100,72
"3862",60,60,57
"3863",15,-6,54
"3864",0,0,33
"3865",100,100,22
"3866",85,-6,37
"3867",100,85,69
"3868",0,60,44
"3869",60,-6,75
"3870",30,40,44
"3871",0,0,23
"3872",0,10,19
"3873",0,-9,66
"3874",30,0,63
"3875",90,90,-9
"3876",0,0,62
"3877",50,60,60
"3878",0,-6,44
"3879",70,100,59
"3880",0,0,42
"3881",85,-6,38
"3882",100,85,30
"3883",30,0,27
"3884",0,0,66
"3885",0,0,55
"3886",5,-6,34
"3887",85,70,72
"3888",100,100,18
"3889",70,85,80
"3890",0,15,28
"3891",100,-7,57
"3892",0,85,71
"3893",0,0,70
"3894",15,0,38
"3895",0,0,46
"3896",0,0,44
"3897",100,100,79
"3898",0,0,43
"3899",85,95,43
"3900",100,85,-9
"3901",0,0,61
"3902",99,100,61
"3903",0,-6,38
"3904",30,15,60
"3905",0,15,23
"3906",0,0,41
"3907",50,30,49
"3908",100,85,39
"3909",100,100,32
"3910",100,100,46
"3911",100,70,43
"3912",100,100,58
"3913",15,0,25
"3914",50,40,37
"3915",60,70,60
"3916",60,60,34
"3917",20,50,37
"3918",85,-6,69
"3919",30,30,40
"3920",0,0,43
"3921",15,15,21
"3922",0,0,64
"3923",0,0,46
"3924",100,70,41
"3925",-9,15,32
"3926",-9,-9,67
"3927",0,0,-9
"3928",0,-6,80
"3929",0,0,73
"3930",50,5,36
"3931",60,50,76
"3932",85,100,80
"3933",0,15,21
"3934",100,100,77
"3935",50,-6,47
"3936",70,75,29
"3937",70,60,42
"3938",0,40,43
"3939",60,70,45
"3940",20,15,-9
"3941",0,0,49
"3942",100,100,75
"3943",85,-7,80
"3944",15,0,39
"3945",0,0,73
"3946",100,100,26
"3947",100,100,59
"3948",30,0,25
"3949",0,0,28
"3950",45,50,22
"3951",0,0,40
"3952",2,-6,47
"3953",0,0,56
"3954",85,100,32
"3955",0,0,78
"3956",0,0,72
"3957",0,0,34
"3958",-9,90,70
"3959",15,0,26
"3960",0,0,27
"3961",100,100,74
"3962",100,100,64
"3963",85,85,80
"3964",90,70,58
"3965",85,85,56
"3966",0,-6,68
"3967",0,0,78
"3968",60,60,-9
"3969",15,30,20
"3970",60,30,33
"3971",15,0,80
"3972",15,-6,50
"3973",0,-6,62
"3974",0,0,35
"3975",0,15,63
"3976",0,0,70
"3977",0,0,27
"3978",86,100,62
"3979",0,0,29
"3980",0,15,61
"3981",0,0,19
"3982",100,100,27
"3983",85,-6,73
"3984",70,30,31
"3985",0,0,50
"3986",0,-6,60
"3987",85,70,55
"3988",0,0,30
"3989",40,4,25
"3990",50,0,20
"3991",-9,-6,-9
"3992",0,0,47
"3993",85,85,61
"3994",50,40,29
"3995",100,85,70
"3996",0,0,56
"3997",0,0,59
"3998",15,15,73
"3999",-9,70,71
"4000",0,0,32
"4001",70,-6,79
"4002",0,0,-9
"4003",0,0,49
"4004",0,0,43
"4005",0,15,39
"4006",0,0,46
"4007",70,100,47
"4008",100,100,72
"4009",15,-6,78
"4010",90,85,68
"4011",90,41,47
"4012",-9,100,74
"4013",100,-6,-9
"4014",0,0,73
"4015",0,0,31
"4016",0,0,60
"4017",0,0,54
"4018",0,0,54
"4019",0,0,76
"4020",0,0,67
"4021",85,15,59
"4022",85,80,30
"4023",100,-6,67
"4024",70,60,62
"4025",70,60,24
"4026",0,0,20
"4027",0,0,59
"4028",40,40,54
"4029",0,15,59
"4030",45,45,39
"4031",100,100,28
"4032",15,0,47
"4033",-9,70,61
"4034",0,0,37
"4035",40,-6,40
"4036",0,0,70
"4037",90,85,69
"4038",100,70,64
"4039",70,70,48
"4040",80,85,54
"4041",85,60,74
"4042",0,50,28
"4043",60,-6,39
"4044",0,-6,57
"4045",100,30,44
"4046",0,-7,80
"4047",100,100,31
"4048",100,85,43
"4049",0,0,37
"4050",100,85,80
"4051",40,30,53
"4052",100,-6,65
"4053",85,82,37
"4054",15,10,48
"4055",0,0,56
"4056",85,-6,40
"4057",0,-6,34
"4058",85,100,32
"4059",0,0,30
"4060",0,0,34
"4061",0,15,80
"4062",0,0,46
"4063",40,50,64
"4064",-9,0,44
"4065",0,10,38
"4066",0,0,76
"4067",30,15,42
"4068",60,60,24
"4069",10,15,28
"4070",0,0,52
"4071",100,100,32
"4072",15,30,62
"4073",0,0,41
"4074",0,0,19
"4075",0,0,74
"4076",70,75,40
"4077",0,15,26
"4078",0,-6,52
"4079",100,85,46
"4080",0,0,41
"4081",100,100,24
"4082",90,85,46
"4083",70,85,34
"4084",0,0,76
"4085",100,0,71
"4086",100,100,52
"4087",100,100,78
"4088",15,15,56
"4089",0,0,-9
"4090",50,45,38
"4091",0,0,63
"4092",100,100,65
"4093",100,100,44
"4094",85,60,62
"4095",15,0,29
"4096",0,-6,38
"4097",0,-6,34
"4098",0,0,56
"4099",1,1,55
"4100",85,-6,67
"4101",0,0,34
"4102",-9,100,80
"4103",70,85,30
"4104",85,85,55
"4105",0,0,30
"4106",0,0,66
"4107",0,0,31
"4108",20,22,41
"4109",0,0,71
"4110",0,0,60
"4111",90,100,58
"4112",10,5,36
"4113",0,0,60
"4114",100,-6,-9
"4115",-9,0,-9
"4116",-9,-9,77
"4117",10,-7,28
"4118",70,60,40
"4119",40,85,61
"4120",50,60,45
"4121",85,95,21
"4122",30,15,27
"4123",0,0,28
"4124",85,85,37
"4125",100,85,24
"4126",0,0,72
"4127",15,0,60
"4128",15,-9,29
"4129",0,0,70
"4130",15,15,65
"4131",0,0,60
"4132",0,15,64
"4133",100,100,61
"4134",0,0,62
"4135",0,0,70
"4136",100,100,40
"4137",0,0,36
"4138",40,-6,41
"4139",0,0,68
"4140",100,85,56
"4141",0,0,29
"4142",85,70,58
"4143",60,30,-9
"4144",85,-7,80
"4145",0,0,25
"4146",-9,0,72
"4147",85,70,47
"4148",15,-6,50
"4149",0,-6,53
"4150",100,85,50
"4151",100,100,46
"4152",60,50,60
"4153",85,100,66
"4154",65,75,26
"4155",70,85,71
"4156",0,0,40
"4157",85,90,75
"4158",0,0,49
"4159",85,100,57
"4160",0,-6,36
"4161",0,0,29
"4162",0,15,57
"4163",85,70,57
"4164",100,85,36
"4165",85,85,74
"4166",85,100,63
"4167",100,100,42
"4168",0,0,-9
"4169",10,50,28
"4170",0,0,69
"4171",0,0,56
"4172",0,0,23
"4173",15,0,62
"4174",100,80,58
"4175",0,-6,23
"4176",0,0,34
"4177",100,-6,62
"4178",40,-6,28
"4179",30,15,54
"4180",70,85,-9
"4181",0,0,20
"4182",70,-6,76
"4183",0,0,54
"4184",0,0,71
"4185",70,70,20
"4186",0,0,44
"4187",15,0,-9
"4188",70,60,30
"4189",100,100,-9
"4190",60,-6,43
"4191",60,50,-9
"4192",60,60,58
"4193",0,0,75
"4194",50,15,58
"4195",85,70,71
"4196",100,100,64
"4197",50,50,-9
"4198",0,0,66
"4199",0,0,44
"4200",0,15,-9
"4201",0,0,75
"4202",80,-6,38
"4203",90,90,26
"4204",70,70,69
"4205",15,15,51
"4206",0,-6,53
"4207",15,60,29
"4208",100,100,46
"4209",30,15,30
"4210",40,15,33
"4211",50,50,65
"4212",100,85,72
"4213",0,0,31
"4214",85,85,80
"4215",70,100,39
