"","V202290x","V201507x","V202073"
"2792",1,72,-1
"2793",1,50,1
"2794",4,57,3
"2795",4,25,-1
"2796",4,69,1
"2797",4,40,1
"2798",6,30,-1
"2799",2,38,1
"2800",4,51,2
"2801",4,68,2
"2802",2,57,1
"2803",4,55,2
"2804",4,55,1
"2805",4,68,2
"2806",-6,26,-6
"2807",4,59,2
"2808",4,57,1
"2809",1,52,2
"2810",4,69,2
"2811",4,52,2
"2812",4,66,2
"2813",4,55,1
"2814",4,39,-1
"2815",-6,34,-6
"2816",-6,77,-6
"2817",4,41,1
"2818",4,61,2
"2819",1,59,2
"2820",4,25,3
"2821",4,37,-1
"2822",4,68,1
"2823",4,29,1
"2824",4,60,1
"2825",4,58,2
"2826",2,74,2
"2827",4,28,2
"2828",4,63,2
"2829",4,55,2
"2830",3,24,1
"2831",4,24,1
"2832",4,58,-1
"2833",4,70,1
"2834",4,65,1
"2835",-6,40,-6
"2836",4,66,1
"2837",2,60,1
"2838",4,-9,5
"2839",-6,28,-6
"2840",4,33,2
"2841",-6,67,-6
"2842",3,36,2
"2843",1,80,-1
"2844",4,21,1
"2845",4,29,1
"2846",4,80,2
"2847",4,26,1
"2848",4,25,1
"2849",4,52,-1
"2850",4,61,-1
"2851",4,29,1
"2852",4,56,1
"2853",4,38,2
"2854",4,-9,1
"2855",4,63,2
"2856",1,54,2
"2857",3,80,2
"2858",3,47,-1
"2859",4,24,1
"2860",2,50,-1
"2861",-6,25,-6
"2862",4,24,1
"2863",4,57,1
"2864",4,62,2
"2865",1,34,-1
"2866",4,41,-1
"2867",2,42,-9
"2868",6,37,2
"2869",-6,34,-6
"2870",3,73,2
"2871",4,22,1
"2872",1,80,1
"2873",4,73,1
"2874",1,78,1
"2875",4,27,1
"2876",4,-9,-1
"2877",2,80,2
"2878",-6,49,-6
"2879",1,68,-1
"2880",4,60,-1
"2881",4,65,1
"2882",4,21,1
"2883",4,21,1
"2884",4,73,2
"2885",4,66,1
"2886",4,35,1
"2887",1,34,2
"2888",4,60,1
"2889",1,43,-1
"2890",4,80,2
"2891",4,28,1
"2892",4,26,1
"2893",4,23,-1
"2894",4,69,2
"2895",4,63,-1
"2896",4,48,2
"2897",4,55,1
"2898",4,26,1
"2899",-6,44,-6
"2900",4,31,1
"2901",-6,62,-6
"2902",4,30,1
"2903",-6,60,-6
"2904",4,34,1
"2905",7,52,1
"2906",4,-9,2
"2907",-6,41,-6
"2908",-6,40,-6
"2909",2,73,2
"2910",5,-9,1
"2911",4,80,1
"2912",-6,68,-6
"2913",4,36,1
"2914",4,59,1
"2915",-6,39,-6
"2916",4,60,1
"2917",2,24,-1
"2918",3,-9,-1
"2919",4,80,1
"2920",6,33,1
"2921",2,62,2
"2922",1,43,-1
"2923",4,-9,5
"2924",3,80,2
"2925",1,46,-1
"2926",2,-9,2
"2927",-6,68,-6
"2928",2,58,2
"2929",3,67,1
"2930",4,61,1
"2931",4,34,2
"2932",4,80,-1
"2933",-6,45,-6
"2934",2,30,2
"2935",1,80,2
"2936",2,60,2
"2937",4,76,2
"2938",2,47,-1
"2939",2,50,-1
"2940",-6,57,-6
"2941",1,35,-1
"2942",3,41,1
"2943",4,26,1
"2944",4,-9,1
"2945",4,44,-1
"2946",2,80,2
"2947",3,77,2
"2948",4,65,-1
"2949",1,79,1
"2950",4,70,-1
"2951",-6,27,-6
"2952",4,29,1
"2953",4,73,2
"2954",4,20,1
"2955",7,44,-1
"2956",2,72,2
"2957",4,46,1
"2958",-6,54,-6
"2959",4,69,-1
"2960",3,48,1
"2961",4,-9,2
"2962",4,40,1
"2963",3,78,1
"2964",2,49,2
"2965",4,77,1
"2966",4,65,2
"2967",4,58,-1
"2968",4,58,1
"2969",4,31,1
"2970",4,35,1
"2971",1,56,2
"2972",4,58,1
"2973",4,22,1
"2974",-6,54,-6
"2975",4,49,1
"2976",4,68,-1
"2977",1,80,2
"2978",4,-9,2
"2979",4,52,2
"2980",4,44,1
"2981",2,60,2
"2982",1,59,-1
"2983",1,62,2
"2984",4,70,1
"2985",4,67,1
"2986",2,40,1
"2987",4,43,1
"2988",1,74,2
"2989",2,56,2
"2990",1,35,-1
"2991",-7,27,-7
"2992",4,24,1
"2993",1,32,4
"2994",4,58,2
"2995",1,32,-1
"2996",-6,33,-6
"2997",1,-9,2
"2998",6,-9,-1
"2999",2,80,-1
"3000",4,71,1
"3001",4,69,1
"3002",4,-9,-1
"3003",4,26,-1
"3004",4,63,1
"3005",2,71,1
"3006",4,56,-1
"3007",4,-9,-1
"3008",3,47,2
"3009",4,45,1
"3010",2,36,-1
"3011",4,80,1
"3012",7,19,1
"3013",2,-9,-1
"3014",4,44,2
"3015",4,-9,2
"3016",4,34,1
"3017",1,30,1
"3018",4,71,2
"3019",4,69,1
"3020",4,69,1
"3021",4,34,-1
"3022",4,46,-1
"3023",4,64,2
"3024",-6,55,-6
"3025",2,63,1
"3026",7,71,1
"3027",3,19,2
"3028",4,47,2
"3029",4,48,1
"3030",4,34,1
"3031",2,49,3
"3032",-6,66,-6
"3033",1,40,1
"3034",-6,53,-6
"3035",4,50,1
"3036",4,35,2
"3037",1,55,2
"3038",4,-9,1
"3039",4,59,2
"3040",3,34,-1
"3041",4,49,2
"3042",4,64,1
"3043",-6,29,-6
"3044",4,53,1
"3045",3,56,2
"3046",1,57,-1
"3047",4,56,-1
"3048",1,65,-1
"3049",4,66,5
"3050",2,68,1
"3051",4,60,1
"3052",4,60,1
"3053",4,59,2
"3054",-6,34,-6
"3055",4,33,1
"3056",4,55,2
"3057",5,-9,1
"3058",1,67,2
"3059",4,42,-1
"3060",1,59,2
"3061",4,73,1
"3062",4,-9,-1
"3063",4,54,3
"3064",4,66,1
"3065",4,-9,1
"3066",4,56,1
"3067",4,75,1
"3068",2,78,1
"3069",4,65,-1
"3070",6,44,1
"3071",2,64,2
"3072",4,67,1
"3073",4,48,1
"3074",1,68,2
"3075",4,39,2
"3076",-7,54,-7
"3077",4,80,1
"3078",4,27,1
"3079",6,55,-1
"3080",1,27,1
"3081",2,65,2
"3082",2,67,2
"3083",6,51,1
"3084",-6,44,-6
"3085",4,45,1
"3086",2,29,2
"3087",5,54,1
"3088",1,80,2
"3089",4,72,2
"3090",4,49,1
"3091",4,31,2
"3092",2,66,1
"3093",3,80,1
"3094",4,47,1
"3095",6,60,-1
"3096",1,80,2
"3097",4,80,1
"3098",-6,68,-6
"3099",4,60,-1
"3100",3,51,2
"3101",4,76,-1
"3102",4,28,1
"3103",-7,19,-7
"3104",-6,23,-6
"3105",4,69,1
"3106",1,76,2
"3107",2,61,2
"3108",4,33,2
"3109",4,59,1
"3110",4,75,2
"3111",-6,41,-6
"3112",3,35,1
"3113",2,39,1
"3114",2,48,2
"3115",-6,72,-6
"3116",1,74,2
"3117",4,71,1
"3118",4,76,1
"3119",4,28,-1
"3120",4,26,1
"3121",4,68,1
"3122",4,46,1
"3123",4,47,1
"3124",4,28,-1
"3125",2,23,3
"3126",4,65,1
"3127",4,40,-1
"3128",4,73,1
"3129",7,41,1
"3130",3,52,1
"3131",6,47,1
"3132",-6,26,-6
"3133",2,80,1
"3134",-6,80,-6
"3135",4,61,-1
"3136",-7,27,-7
"3137",4,59,1
"3138",4,44,1
"3139",4,26,-1
"3140",4,37,1
"3141",4,55,2
"3142",1,80,2
"3143",-6,19,-6
"3144",4,70,-1
"3145",4,27,-1
"3146",1,-9,1
"3147",2,57,2
"3148",3,66,-1
"3149",4,60,1
"3150",4,47,1
"3151",4,77,1
"3152",4,49,1
"3153",4,54,2
"3154",4,64,2
"3155",-6,28,-6
"3156",1,61,2
"3157",4,54,1
"3158",4,25,1
"3159",4,29,1
"3160",4,24,1
"3161",-6,77,-6
"3162",4,30,1
"3163",-6,40,-6
"3164",4,68,-1
"3165",4,65,4
"3166",1,33,-1
"3167",2,39,-1
"3168",4,32,-1
"3169",2,60,2
"3170",4,35,1
"3171",4,71,2
"3172",4,63,2
"3173",4,41,5
"3174",4,40,-1
"3175",4,80,1
"3176",-6,49,-6
"3177",1,69,2
"3178",-6,34,-6
"3179",-6,54,-6
"3180",2,80,1
"3181",4,-9,-1
"3182",2,64,-1
"3183",2,50,12
"3184",1,49,2
"3185",2,62,2
"3186",4,26,1
"3187",-5,28,2
"3188",4,39,1
"3189",4,49,1
"3190",4,66,1
"3191",1,56,2
"3192",4,67,1
"3193",4,20,1
"3194",4,73,1
"3195",1,49,2
"3196",4,69,2
"3197",4,50,1
"3198",4,54,1
"3199",2,54,1
"3200",4,65,1
"3201",2,80,1
"3202",4,23,-1
"3203",4,33,-1
"3204",-6,-9,-6
"3205",4,43,1
"3206",7,49,-1
"3207",4,25,1
"3208",7,30,1
"3209",1,51,2
"3210",1,75,2
"3211",4,74,2
"3212",4,64,2
"3213",2,33,2
"3214",-6,37,-6
"3215",1,73,2
"3216",-6,64,-6
"3217",-6,50,-6
"3218",-6,55,-6
"3219",-6,26,-6
"3220",-6,59,-6
"3221",1,-9,2
"3222",4,53,-1
"3223",6,25,-1
"3224",2,80,2
"3225",4,40,2
"3226",2,31,1
"3227",2,72,2
"3228",4,22,1
"3229",-7,71,-7
"3230",4,-9,1
"3231",4,52,1
"3232",4,39,2
"3233",2,59,2
"3234",6,67,1
"3235",4,61,2
"3236",4,41,3
"3237",2,56,2
"3238",6,65,2
"3239",4,64,1
"3240",4,24,1
"3241",1,72,-1
"3242",2,39,2
"3243",-6,64,-6
"3244",-6,73,-6
"3245",2,23,1
"3246",-6,72,-6
"3247",4,19,-1
"3248",3,42,2
"3249",4,26,-1
"3250",4,19,-1
"3251",1,77,1
"3252",2,46,3
"3253",4,35,1
"3254",4,66,1
"3255",1,68,1
"3256",2,63,2
"3257",4,40,1
"3258",4,26,-1
"3259",4,80,2
"3260",4,53,1
"3261",4,35,2
"3262",4,34,1
"3263",-7,66,-7
"3264",4,30,1
"3265",1,80,-1
"3266",4,72,1
"3267",1,31,-1
"3268",4,80,1
"3269",2,25,1
"3270",4,55,1
"3271",-6,59,-6
"3272",4,80,1
"3273",4,51,2
"3274",4,63,-1
"3275",4,64,-1
"3276",2,63,1
"3277",1,75,-1
"3278",4,32,-1
"3279",2,80,-1
"3280",4,68,1
"3281",4,22,2
"3282",4,25,2
"3283",4,47,1
"3284",2,30,2
"3285",1,61,-1
"3286",-6,-9,-6
"3287",4,55,1
"3288",1,32,1
"3289",2,71,2
"3290",1,53,-1
"3291",4,70,2
"3292",4,42,1
"3293",4,71,2
"3294",4,21,1
"3295",4,71,2
"3296",4,41,-1
"3297",4,42,1
"3298",3,66,1
"3299",2,44,1
"3300",-7,-9,-7
"3301",4,38,-1
"3302",4,35,1
"3303",4,28,1
"3304",2,-9,2
"3305",4,65,2
"3306",4,30,-1
"3307",4,76,2
"3308",-6,21,-6
"3309",2,79,1
"3310",4,41,1
"3311",4,30,-1
"3312",-6,56,-6
"3313",-6,49,-6
"3314",2,43,2
"3315",6,49,1
"3316",4,20,-1
"3317",1,63,2
"3318",-6,57,-6
"3319",6,48,1
"3320",4,58,1
"3321",4,68,1
"3322",4,27,-1
"3323",6,41,-1
"3324",4,62,-1
"3325",1,-9,2
"3326",4,58,-9
"3327",2,80,1
"3328",4,35,1
"3329",4,66,2
"3330",2,66,1
"3331",7,71,-1
"3332",4,80,1
"3333",4,34,2
"3334",3,63,1
"3335",4,23,1
"3336",2,63,-1
"3337",4,59,1
"3338",4,43,2
"3339",4,69,2
"3340",4,37,2
"3341",-6,51,-6
"3342",2,69,2
"3343",4,24,1
"3344",2,62,1
"3345",4,61,1
"3346",4,69,2
"3347",3,46,-1
"3348",4,72,2
"3349",4,30,-1
"3350",3,66,-1
"3351",-6,26,-6
"3352",2,66,2
"3353",-6,60,-6
"3354",4,54,5
"3355",2,74,1
"3356",4,39,1
"3357",4,-9,-1
"3358",2,60,2
"3359",2,22,2
"3360",4,69,1
"3361",4,59,2
"3362",4,65,1
"3363",1,50,2
"3364",4,50,2
"3365",4,23,-1
"3366",-6,55,-6
"3367",6,57,1
"3368",4,56,1
"3369",4,70,1
"3370",4,38,-1
"3371",1,75,2
"3372",3,36,1
"3373",4,49,2
"3374",6,28,2
"3375",4,56,-1
"3376",4,28,1
"3377",4,69,1
"3378",4,67,1
"3379",4,18,-1
"3380",4,80,1
"3381",4,36,2
"3382",-2,74,1
"3383",2,66,-1
"3384",2,41,1
"3385",4,29,1
"3386",1,42,1
"3387",4,74,1
"3388",5,33,-1
"3389",4,33,1
"3390",4,56,1
"3391",2,61,1
"3392",1,29,2
"3393",4,47,1
"3394",-6,51,-6
"3395",2,24,2
"3396",4,66,1
"3397",4,53,1
"3398",4,57,-1
"3399",2,49,2
"3400",4,46,1
"3401",2,37,-1
"3402",4,39,1
"3403",4,18,-1
"3404",4,79,1
"3405",4,39,1
"3406",1,67,2
"3407",4,-9,1
"3408",4,40,-1
"3409",4,36,-1
"3410",3,65,1
"3411",4,31,-1
"3412",6,71,1
"3413",4,23,1
"3414",3,75,1
"3415",4,29,1
"3416",4,26,-1
"3417",4,41,2
"3418",4,57,2
"3419",2,59,2
"3420",4,-9,-1
"3421",-6,23,-6
"3422",4,25,2
"3423",2,57,1
"3424",5,66,1
"3425",2,80,1
"3426",4,58,-1
"3427",4,38,-1
"3428",1,-9,2
"3429",4,54,1
"3430",1,57,2
"3431",2,77,2
"3432",4,40,1
"3433",1,58,1
"3434",4,70,2
"3435",4,35,-1
"3436",4,50,-1
"3437",-6,66,-6
"3438",2,80,2
"3439",4,58,1
"3440",4,47,1
"3441",4,29,1
"3442",-6,60,-6
"3443",2,74,2
"3444",1,49,2
"3445",4,73,1
"3446",-6,40,-6
"3447",-6,52,-6
"3448",1,69,2
"3449",4,36,-1
"3450",4,52,2
"3451",2,53,2
"3452",1,35,-1
"3453",-7,27,-7
"3454",-6,32,-6
"3455",4,41,2
"3456",-6,77,-6
"3457",4,50,1
"3458",4,43,2
"3459",2,-9,-1
"3460",4,46,-1
"3461",2,80,-1
"3462",4,36,1
"3463",4,48,1
"3464",4,29,-1
"3465",4,66,1
"3466",4,69,1
"3467",4,80,1
"3468",-6,61,-6
"3469",4,50,1
"3470",4,39,1
"3471",2,29,-1
"3472",4,66,1
"3473",2,53,2
"3474",4,36,1
"3475",4,64,2
"3476",3,35,-1
"3477",1,34,-1
"3478",4,54,1
"3479",1,28,2
"3480",4,66,2
"3481",4,32,-1
"3482",1,56,2
"3483",4,40,-1
"3484",2,68,1
"3485",4,80,2
"3486",4,74,1
"3487",4,31,1
"3488",4,28,1
"3489",4,75,1
"3490",1,44,2
"3491",4,27,-1
"3492",4,74,2
"3493",4,38,1
"3494",3,64,2
"3495",4,56,1
"3496",2,72,1
"3497",4,63,1
"3498",4,31,1
"3499",4,27,1
"3500",4,58,-1
"3501",4,38,2
"3502",4,53,2
"3503",4,58,1
"3504",1,51,2
"3505",4,41,-1
"3506",-6,18,-6
"3507",4,38,1
"3508",4,72,1
"3509",-6,51,-6
"3510",1,37,-1
"3511",4,76,2
"3512",4,51,1
"3513",2,80,1
"3514",4,71,1
"3515",4,21,1
"3516",-6,-9,-6
"3517",4,53,2
"3518",2,79,1
"3519",-6,37,-6
"3520",2,74,1
"3521",2,57,-1
"3522",-6,80,-6
"3523",1,56,-1
"3524",4,61,2
"3525",4,30,2
"3526",-6,31,-6
"3527",4,66,-1
"3528",4,74,2
"3529",-5,78,2
"3530",-6,28,-6
"3531",4,78,-1
"3532",4,68,2
"3533",4,66,-1
"3534",-6,31,-6
"3535",4,22,-1
"3536",4,79,1
"3537",4,54,1
"3538",-6,51,-6
"3539",1,63,2
"3540",1,60,-1
"3541",4,63,2
"3542",7,27,2
"3543",4,52,1
"3544",4,49,1
"3545",4,38,1
"3546",1,40,2
"3547",5,32,2
"3548",4,29,1
"3549",4,79,2
"3550",1,80,2
"3551",1,71,2
"3552",-5,24,1
"3553",4,44,-1
"3554",4,59,2
"3555",4,-9,2
"3556",4,38,1
"3557",-6,36,-6
"3558",4,60,2
"3559",1,38,-1
"3560",1,39,-1
"3561",4,71,2
"3562",2,29,-1
"3563",2,42,2
"3564",4,80,1
"3565",4,52,1
"3566",1,49,-1
"3567",6,69,2
"3568",6,60,-1
"3569",-6,69,-6
"3570",2,69,2
"3571",4,27,-1
"3572",4,30,-1
"3573",4,56,1
"3574",4,33,2
"3575",-6,36,-6
"3576",5,65,1
"3577",-6,51,-6
"3578",4,73,1
"3579",-6,79,-6
"3580",4,20,-1
"3581",4,24,-1
"3582",4,20,2
"3583",4,35,1
"3584",4,23,2
"3585",4,57,1
"3586",4,66,1
"3587",1,62,-1
"3588",3,65,1
"3589",4,67,1
"3590",2,49,-1
"3591",4,36,2
"3592",-6,27,-6
"3593",3,26,-1
"3594",1,59,2
"3595",-6,61,-6
"3596",4,30,1
"3597",-6,25,-6
"3598",4,38,1
"3599",2,51,2
"3600",1,80,2
"3601",6,-9,-1
"3602",1,80,2
"3603",-6,-9,-6
"3604",4,37,2
"3605",1,43,2
"3606",1,65,1
"3607",4,76,1
"3608",2,56,2
"3609",4,39,1
"3610",6,40,-1
"3611",4,80,5
"3612",-6,27,-6
"3613",1,36,2
"3614",4,28,2
"3615",-7,-9,-7
"3616",4,62,1
"3617",4,59,1
"3618",4,74,1
"3619",4,71,-1
"3620",4,28,-1
"3621",4,44,1
"3622",-6,45,-6
"3623",4,80,1
"3624",1,59,2
"3625",4,69,1
"3626",4,47,1
"3627",-7,60,-7
"3628",2,39,3
"3629",3,80,2
"3630",1,58,2
"3631",4,62,2
"3632",4,48,1
"3633",4,35,1
"3634",1,43,-1
"3635",-6,48,-6
"3636",4,37,-1
"3637",4,43,1
"3638",-7,53,-7
"3639",2,59,1
"3640",3,24,2
"3641",4,80,1
"3642",2,55,1
"3643",4,50,1
"3644",2,22,1
"3645",-6,57,-6
"3646",4,78,1
"3647",4,20,1
"3648",4,79,-1
"3649",4,42,2
"3650",4,55,1
"3651",4,18,-1
"3652",4,18,1
"3653",4,-9,12
"3654",4,36,1
"3655",1,57,-1
"3656",4,61,1
"3657",-5,21,-1
"3658",3,54,1
"3659",-6,38,-6
"3660",3,73,-1
"3661",4,39,1
"3662",2,67,2
"3663",2,75,2
"3664",-6,74,-6
"3665",-6,45,-6
"3666",4,39,1
"3667",4,80,2
"3668",4,74,2
"3669",4,41,1
"3670",2,50,2
"3671",4,32,-1
"3672",4,47,2
"3673",1,46,-1
"3674",4,62,1
"3675",2,45,1
"3676",4,52,1
"3677",4,52,2
"3678",2,70,1
"3679",4,52,1
"3680",1,74,-1
"3681",-6,66,-6
"3682",4,66,1
"3683",4,70,1
"3684",4,18,1
"3685",4,24,5
"3686",4,55,-9
"3687",1,53,1
"3688",4,40,2
"3689",4,39,1
"3690",4,-9,1
"3691",2,52,2
"3692",4,54,2
"3693",4,39,1
"3694",2,64,-1
"3695",2,30,-1
"3696",4,31,1
"3697",-6,37,-6
"3698",4,40,-1
"3699",4,80,2
"3700",6,62,1
"3701",4,33,1
"3702",4,37,1
"3703",4,52,2
"3704",4,48,1
"3705",4,36,2
"3706",4,33,2
"3707",1,68,-1
"3708",-6,65,-6
"3709",6,51,2
"3710",1,25,-1
"3711",1,62,1
"3712",4,54,2
"3713",-6,22,-6
"3714",-6,-9,-6
"3715",2,80,2
"3716",3,48,2
"3717",4,37,-1
"3718",-6,34,-6
"3719",2,79,2
"3720",4,80,1
"3721",4,72,1
"3722",4,69,3
"3723",4,41,2
"3724",4,68,1
"3725",4,63,3
"3726",4,54,1
"3727",4,58,2
"3728",2,69,2
"3729",2,65,1
"3730",4,46,1
"3731",-6,62,-6
"3732",-6,29,-6
"3733",-7,61,-7
"3734",4,52,1
"3735",4,55,2
"3736",4,27,-1
"3737",4,60,1
"3738",4,56,1
"3739",4,-9,-1
"3740",4,69,1
"3741",4,66,1
"3742",4,46,-1
"3743",4,65,1
"3744",2,50,1
"3745",2,50,2
"3746",4,29,1
"3747",2,35,1
"3748",4,61,1
"3749",1,51,1
"3750",4,29,2
"3751",4,67,1
"3752",4,53,2
"3753",4,62,1
"3754",4,62,1
"3755",4,30,1
"3756",4,-9,1
"3757",4,55,2
"3758",4,31,1
"3759",-5,53,2
"3760",4,66,-1
"3761",1,80,2
"3762",4,59,1
"3763",4,68,-1
"3764",4,49,2
"3765",4,70,1
"3766",4,36,1
"3767",4,49,2
"3768",4,19,1
"3769",4,38,1
"3770",-6,-9,-6
"3771",-6,25,-6
"3772",1,66,1
"3773",2,39,2
"3774",-6,79,-6
"3775",2,-9,2
"3776",4,-9,2
"3777",-6,52,-6
"3778",4,34,1
"3779",4,30,1
"3780",-5,47,-1
"3781",4,66,-1
"3782",-6,58,-6
"3783",4,73,1
"3784",3,26,1
"3785",4,80,-1
"3786",4,50,2
"3787",-6,26,-6
"3788",4,54,-1
"3789",4,31,1
"3790",6,34,1
"3791",4,30,1
"3792",4,68,-1
"3793",-7,78,-7
"3794",4,29,1
"3795",4,71,1
"3796",4,55,1
"3797",4,18,1
"3798",4,29,1
"3799",4,55,2
"3800",2,49,-1
"3801",4,37,2
"3802",4,48,2
"3803",-5,60,12
"3804",4,74,2
"3805",4,63,1
"3806",4,71,-1
"3807",4,48,1
"3808",2,70,1
"3809",4,60,-1
"3810",4,38,2
"3811",2,42,1
"3812",-6,42,-6
"3813",1,64,2
"3814",4,53,-1
"3815",2,49,2
"3816",4,80,-1
"3817",4,69,-1
"3818",4,79,1
"3819",-6,65,-6
"3820",4,45,2
"3821",4,32,1
"3822",4,65,1
"3823",4,29,2
"3824",2,80,1
"3825",4,58,2
"3826",4,18,-1
"3827",4,-9,1
"3828",2,75,-1
"3829",4,20,1
"3830",4,35,1
"3831",4,62,1
"3832",4,65,1
"3833",2,66,-1
"3834",4,76,2
"3835",4,54,1
"3836",4,55,1
"3837",4,45,1
"3838",4,71,-1
"3839",4,73,-1
"3840",2,39,2
"3841",4,37,1
"3842",4,35,1
"3843",4,-9,2
"3844",4,59,1
"3845",4,40,1
"3846",-6,36,-6
"3847",4,32,1
"3848",4,24,2
"3849",2,65,2
"3850",3,71,1
"3851",3,73,2
"3852",4,23,2
"3853",4,43,2
"3854",1,67,2
"3855",4,74,1
"3856",4,55,1
"3857",4,33,1
"3858",2,68,-1
"3859",4,65,2
"3860",4,38,1
"3861",1,72,2
"3862",4,57,-1
"3863",-6,54,-6
"3864",3,33,1
"3865",4,22,-1
"3866",-6,37,-6
"3867",2,69,2
"3868",4,44,-1
"3869",-6,75,-6
"3870",6,44,-1
"3871",4,23,-1
"3872",4,19,1
"3873",4,66,1
"3874",4,63,1
"3875",4,-9,2
"3876",1,62,-1
"3877",4,60,-1
"3878",-6,44,-6
"3879",4,59,2
"3880",4,42,1
"3881",-6,38,-6
"3882",1,30,2
"3883",4,27,1
"3884",4,66,1
"3885",1,55,1
"3886",-6,34,-6
"3887",2,72,2
"3888",2,18,-1
"3889",2,80,-1
"3890",2,28,-1
"3891",-7,57,-7
"3892",4,71,12
"3893",4,70,1
"3894",4,38,1
"3895",4,46,-1
"3896",4,44,1
"3897",4,79,-9
"3898",4,43,1
"3899",1,43,2
"3900",4,-9,2
"3901",4,61,1
"3902",3,61,2
"3903",-6,38,-6
"3904",4,60,1
"3905",2,23,1
"3906",1,41,1
"3907",3,49,2
"3908",4,39,2
"3909",4,32,-1
"3910",4,46,2
"3911",2,43,2
"3912",1,58,-1
"3913",4,25,-1
"3914",4,37,-1
"3915",4,60,-1
"3916",4,34,-1
"3917",4,37,-9
"3918",-6,69,-6
"3919",4,40,1
"3920",4,43,1
"3921",4,21,1
"3922",4,64,-1
"3923",4,46,1
"3924",2,41,2
"3925",4,32,3
"3926",6,67,1
"3927",4,-9,-1
"3928",-6,80,-6
"3929",4,73,1
"3930",-2,36,2
"3931",4,76,1
"3932",1,80,2
"3933",6,21,-1
"3934",1,77,2
"3935",-6,47,-6
"3936",4,29,2
"3937",4,42,-1
"3938",4,43,1
"3939",4,45,-1
"3940",4,-9,1
"3941",6,49,1
"3942",1,75,-1
"3943",-7,80,-7
"3944",4,39,1
"3945",4,73,1
"3946",4,26,2
"3947",4,59,2
"3948",6,25,1
"3949",4,28,1
"3950",1,22,5
"3951",4,40,-1
"3952",-6,47,-6
"3953",4,56,1
"3954",4,32,2
"3955",4,78,1
"3956",4,72,1
"3957",4,34,1
"3958",1,70,2
"3959",3,26,1
"3960",4,27,1
"3961",1,74,2
"3962",4,64,-1
"3963",2,80,2
"3964",4,58,2
"3965",4,56,2
"3966",-6,68,-6
"3967",1,78,1
"3968",4,-9,2
"3969",4,20,-1
"3970",4,33,-1
"3971",4,80,1
"3972",-6,50,-6
"3973",-6,62,-6
"3974",4,35,-1
"3975",4,63,1
"3976",4,70,1
"3977",2,27,5
"3978",1,62,2
"3979",4,29,1
"3980",2,61,1
"3981",7,19,1
"3982",2,27,-1
"3983",-6,73,-6
"3984",2,31,4
"3985",6,50,1
"3986",-6,60,-6
"3987",2,55,12
"3988",4,30,-1
"3989",4,25,-1
"3990",4,20,1
"3991",-6,-9,-6
"3992",4,47,-1
"3993",2,61,2
"3994",4,29,1
"3995",1,70,2
"3996",4,56,1
"3997",4,59,1
"3998",3,73,1
"3999",2,71,2
"4000",4,32,1
"4001",-6,79,-6
"4002",4,-9,1
"4003",4,49,1
"4004",4,43,1
"4005",4,39,1
"4006",4,46,-1
"4007",4,47,-1
"4008",4,72,2
"4009",-6,78,-6
"4010",1,68,2
"4011",4,47,2
"4012",1,74,2
"4013",-6,-9,-6
"4014",-2,73,-1
"4015",4,31,1
"4016",2,60,1
"4017",4,54,-1
"4018",3,54,1
"4019",2,76,1
"4020",1,67,-1
"4021",-5,59,2
"4022",4,30,2
"4023",-6,67,-6
"4024",4,62,2
"4025",2,24,2
"4026",5,20,1
"4027",4,59,1
"4028",4,54,-1
"4029",4,59,4
"4030",4,39,-1
"4031",4,28,-1
"4032",4,47,1
"4033",2,61,2
"4034",4,37,1
"4035",-6,40,-6
"4036",4,70,-1
"4037",1,69,2
"4038",4,64,-1
"4039",4,48,2
"4040",1,54,2
"4041",4,74,2
"4042",4,28,-1
"4043",-6,39,-6
"4044",-6,57,-6
"4045",4,44,-1
"4046",-7,80,-7
"4047",4,31,2
"4048",1,43,2
"4049",4,37,1
"4050",1,80,2
"4051",4,53,-1
"4052",-6,65,-6
"4053",4,37,2
"4054",4,48,1
"4055",4,56,1
"4056",-6,40,-6
"4057",-6,34,-6
"4058",4,32,2
"4059",4,30,1
"4060",4,34,-1
"4061",4,80,1
"4062",4,46,1
"4063",4,64,2
"4064",2,44,1
"4065",4,38,1
"4066",3,76,1
"4067",4,42,1
"4068",2,24,-1
"4069",4,28,1
"4070",1,52,1
"4071",4,32,2
"4072",4,62,2
"4073",4,41,1
"4074",4,19,-1
"4075",7,74,1
"4076",4,40,2
"4077",4,26,5
"4078",-6,52,-6
"4079",4,46,2
"4080",4,41,1
"4081",4,24,-1
"4082",2,46,2
"4083",4,34,2
"4084",4,76,1
"4085",1,71,-1
"4086",3,52,2
"4087",4,78,2
"4088",4,56,1
"4089",4,-9,1
"4090",4,38,-1
"4091",4,63,1
"4092",4,65,2
"4093",7,44,-1
"4094",4,62,2
"4095",4,29,1
"4096",-6,38,-6
"4097",-6,34,-6
"4098",4,56,1
"4099",4,55,1
"4100",-6,67,-6
"4101",4,34,1
"4102",4,80,2
"4103",4,30,2
"4104",3,55,2
"4105",4,30,1
"4106",4,66,-1
"4107",4,31,1
"4108",4,41,1
"4109",4,71,-1
"4110",4,60,1
"4111",2,58,2
"4112",4,36,1
"4113",4,60,1
"4114",-6,-9,-6
"4115",2,-9,-9
"4116",2,77,1
"4117",-7,28,-7
"4118",3,40,2
"4119",4,61,2
"4120",4,45,1
"4121",4,21,2
"4122",4,27,1
"4123",4,28,1
