"","V202290x","V201507x","V202073"
"6791",-6,72,-6
"6792",6,80,5
"6793",2,-9,2
"6794",4,70,1
"6795",3,33,1
"6796",4,34,-1
"6797",3,80,1
"6798",-6,54,-6
"6799",1,53,2
"6800",4,59,1
"6801",3,38,2
"6802",6,27,1
"6803",4,51,2
"6804",-6,53,-6
"6805",4,31,1
"6806",4,31,2
"6807",4,75,2
"6808",4,72,1
"6809",4,34,1
"6810",-6,40,-6
"6811",4,64,2
"6812",1,21,-1
"6813",4,-9,2
"6814",1,53,1
"6815",2,61,1
"6816",1,80,2
"6817",4,65,1
"6818",-7,25,-7
"6819",4,64,1
"6820",4,-9,1
"6821",4,70,1
"6822",2,58,2
"6823",4,67,1
"6824",-6,58,-6
"6825",4,65,1
"6826",-6,76,-6
"6827",4,32,2
"6828",4,45,2
"6829",1,52,2
"6830",4,34,-1
"6831",-6,21,-6
"6832",4,59,2
"6833",1,57,2
"6834",4,80,2
"6835",2,68,-1
"6836",1,76,2
"6837",-6,80,-6
"6838",4,62,1
"6839",4,75,1
"6840",4,26,2
"6841",4,62,2
"6842",4,36,1
"6843",4,40,2
"6844",4,42,1
"6845",3,52,2
"6846",4,63,1
"6847",2,40,2
"6848",1,69,2
"6849",-6,29,-6
"6850",1,68,2
"6851",-6,-9,-6
"6852",1,72,2
"6853",-6,40,-6
"6854",2,69,1
"6855",4,62,1
"6856",6,56,1
"6857",4,70,2
"6858",4,46,1
"6859",4,63,1
"6860",4,33,2
"6861",1,30,1
"6862",4,36,1
"6863",2,48,1
"6864",4,31,2
"6865",4,65,2
"6866",-6,57,-6
"6867",4,58,2
"6868",1,31,2
"6869",-6,46,-6
"6870",4,77,1
"6871",4,73,2
"6872",4,20,1
"6873",4,30,-1
"6874",-6,80,-6
"6875",4,63,1
"6876",4,59,1
"6877",4,66,1
"6878",-6,80,-6
"6879",4,37,1
"6880",4,50,-1
"6881",4,27,-1
"6882",6,23,1
"6883",4,30,1
"6884",4,32,1
"6885",4,65,1
"6886",3,45,2
"6887",4,60,-9
"6888",-6,21,-6
"6889",2,68,1
"6890",4,40,2
"6891",-7,49,-7
"6892",4,20,1
"6893",1,51,2
"6894",4,42,1
"6895",4,56,1
"6896",1,21,2
"6897",2,35,2
"6898",1,32,-1
"6899",4,41,1
"6900",-6,20,-6
"6901",4,67,1
"6902",2,19,2
"6903",2,23,1
"6904",2,50,5
"6905",4,34,1
"6906",4,35,1
"6907",1,42,2
"6908",4,-9,2
"6909",3,28,5
"6910",4,33,1
"6911",-6,75,-6
"6912",4,41,1
"6913",4,61,1
"6914",4,32,1
"6915",-6,42,-6
"6916",3,34,-1
"6917",-6,49,-6
"6918",-6,64,-6
"6919",4,38,1
"6920",-6,65,-6
"6921",4,36,1
"6922",2,66,1
"6923",1,71,2
"6924",5,32,1
"6925",1,65,2
"6926",4,54,2
"6927",1,51,-1
"6928",6,38,1
"6929",4,-9,1
"6930",2,44,-1
"6931",2,60,1
"6932",4,46,1
"6933",4,72,1
"6934",4,22,1
"6935",6,69,2
"6936",4,74,1
"6937",4,73,1
"6938",2,77,1
"6939",6,73,1
"6940",4,51,1
"6941",4,59,2
"6942",4,70,-1
"6943",4,53,2
"6944",2,75,1
"6945",1,50,2
"6946",4,80,1
"6947",-6,43,-6
"6948",4,80,1
"6949",4,80,1
"6950",4,34,1
"6951",4,67,1
"6952",4,57,1
"6953",-6,64,-6
"6954",4,51,1
"6955",4,56,2
"6956",2,42,2
"6957",7,-9,1
"6958",1,74,-1
"6959",1,66,1
"6960",4,44,2
"6961",-6,27,-6
"6962",2,25,1
"6963",2,51,2
"6964",4,52,2
"6965",1,73,3
"6966",4,35,1
"6967",4,43,1
"6968",4,45,1
"6969",4,-9,1
"6970",5,27,1
"6971",-6,27,-6
"6972",4,37,-1
"6973",1,52,2
"6974",2,73,2
"6975",1,40,2
"6976",4,71,1
"6977",4,-9,2
"6978",4,30,1
"6979",4,26,1
"6980",4,29,1
"6981",-6,51,-6
"6982",1,57,2
"6983",4,52,-1
"6984",3,75,-1
"6985",4,25,1
"6986",4,-9,2
"6987",4,48,1
"6988",1,30,-1
"6989",-6,25,-6
"6990",3,39,1
"6991",4,21,1
"6992",4,32,-1
"6993",4,30,1
"6994",-6,52,-6
"6995",4,65,1
"6996",4,63,-1
"6997",4,38,1
"6998",4,56,1
"6999",4,73,1
"7000",4,34,2
"7001",-6,56,-6
"7002",2,38,5
"7003",4,61,2
"7004",2,75,2
"7005",4,42,1
"7006",4,59,2
"7007",4,61,-1
"7008",1,38,2
"7009",1,34,2
"7010",7,36,-1
"7011",4,74,1
"7012",4,64,2
"7013",1,22,-1
"7014",4,77,2
"7015",-6,-9,-6
"7016",1,37,1
"7017",4,36,2
"7018",1,51,2
"7019",4,27,1
"7020",6,37,1
"7021",4,49,-1
"7022",4,28,-1
"7023",4,40,1
"7024",4,46,-1
"7025",2,21,-1
"7026",2,63,2
"7027",4,68,1
"7028",4,27,2
"7029",-6,80,-6
"7030",4,77,1
"7031",4,64,1
"7032",4,29,2
"7033",4,29,-1
"7034",-6,60,-6
"7035",5,22,1
"7036",4,39,2
"7037",-2,67,1
"7038",3,53,1
"7039",4,63,-1
"7040",4,50,-1
"7041",4,49,1
"7042",2,57,2
"7043",3,70,-1
"7044",2,28,2
"7045",4,47,1
"7046",4,28,-1
"7047",4,55,1
"7048",4,62,2
"7049",4,62,2
"7050",4,47,1
"7051",1,80,-1
"7052",2,80,1
"7053",-6,57,-6
"7054",4,56,2
"7055",4,77,-1
"7056",4,18,-1
"7057",4,65,2
"7058",4,30,2
"7059",4,66,2
"7060",4,45,2
"7061",4,26,2
"7062",4,28,-1
"7063",4,36,1
"7064",3,36,2
"7065",-6,76,-6
"7066",7,59,2
"7067",2,-9,2
"7068",-7,57,-7
"7069",4,35,1
"7070",6,42,2
"7071",7,35,2
"7072",6,41,1
"7073",4,37,3
"7074",2,53,2
"7075",4,26,-1
"7076",1,45,-1
"7077",-5,32,-1
"7078",3,37,2
"7079",2,38,-1
"7080",4,50,-1
"7081",2,36,2
"7082",2,53,-1
"7083",1,-9,2
"7084",2,25,1
"7085",4,42,2
"7086",4,25,2
"7087",4,61,1
"7088",4,27,1
"7089",4,41,-1
"7090",4,56,1
"7091",6,31,1
"7092",1,26,2
"7093",4,61,1
"7094",2,44,1
"7095",4,77,12
"7096",5,27,-1
"7097",4,77,1
"7098",1,-9,1
"7099",-7,31,-7
"7100",4,47,1
"7101",4,27,1
"7102",4,69,1
"7103",1,66,2
"7104",4,-9,2
"7105",-6,65,-6
"7106",-6,18,-6
"7107",4,64,1
"7108",4,22,1
"7109",5,42,1
"7110",2,54,2
"7111",2,52,2
"7112",6,80,2
"7113",5,28,1
"7114",2,63,2
"7115",4,34,1
"7116",4,72,2
"7117",4,63,1
"7118",4,35,1
"7119",4,-9,1
"7120",-7,69,-7
"7121",4,57,1
"7122",4,28,-1
"7123",4,67,2
"7124",1,66,2
"7125",4,41,2
"7126",4,65,2
"7127",4,36,1
"7128",2,72,2
"7129",4,60,-1
"7130",4,25,-1
"7131",4,51,1
"7132",4,42,-1
"7133",2,55,1
"7134",4,39,1
"7135",7,32,-1
"7136",-6,30,-6
"7137",4,42,1
"7138",4,40,1
"7139",4,59,1
"7140",2,-9,1
"7141",4,80,2
"7142",2,57,1
"7143",4,80,2
"7144",4,36,1
"7145",4,27,1
"7146",2,32,-1
"7147",4,67,1
"7148",4,52,2
"7149",4,69,1
"7150",4,57,-9
"7151",1,18,-1
"7152",4,52,1
"7153",4,39,1
"7154",7,62,1
"7155",-6,-9,-6
"7156",4,60,2
"7157",4,35,-1
"7158",2,27,-1
"7159",4,27,-1
"7160",6,34,1
"7161",3,68,1
"7162",4,32,1
"7163",4,35,1
"7164",-6,62,-6
"7165",1,80,-1
"7166",4,-9,5
"7167",4,60,1
"7168",4,34,1
"7169",4,55,2
"7170",2,51,1
"7171",4,39,2
"7172",4,64,2
"7173",1,63,1
"7174",4,46,1
"7175",3,72,1
"7176",2,80,2
"7177",1,66,-1
"7178",2,60,1
"7179",6,21,-1
"7180",4,35,1
"7181",2,22,2
"7182",-6,39,-6
"7183",4,25,1
"7184",4,-9,1
"7185",4,32,3
"7186",6,48,1
"7187",4,-9,1
"7188",4,30,1
"7189",4,52,1
"7190",1,60,2
"7191",4,39,1
"7192",4,49,-1
"7193",-6,48,-6
"7194",4,68,1
"7195",4,51,1
"7196",1,78,2
"7197",4,58,1
"7198",-6,80,-6
"7199",1,45,5
"7200",4,63,-1
"7201",4,38,1
"7202",4,80,2
"7203",4,71,2
"7204",4,54,2
"7205",1,69,2
"7206",4,22,2
"7207",2,58,1
"7208",2,34,2
"7209",4,48,1
"7210",4,80,2
"7211",4,51,1
"7212",1,71,2
"7213",2,61,2
"7214",4,-9,-1
"7215",2,78,1
"7216",4,57,1
"7217",4,44,-1
"7218",-2,-9,2
"7219",4,63,1
"7220",1,47,1
"7221",4,26,4
"7222",4,57,-1
"7223",1,56,-1
"7224",7,53,1
"7225",4,48,2
"7226",4,50,1
"7227",4,34,2
"7228",2,73,2
"7229",2,57,2
"7230",1,41,2
"7231",4,59,2
"7232",-6,67,-6
"7233",-6,54,-6
"7234",4,72,2
"7235",4,33,-1
"7236",2,54,2
"7237",4,22,-1
"7238",4,44,1
"7239",4,30,1
"7240",-6,74,-6
"7241",4,37,1
"7242",4,28,-1
"7243",4,18,1
"7244",-6,56,-6
"7245",4,39,1
"7246",1,71,2
"7247",4,23,-1
"7248",2,47,2
"7249",1,45,2
"7250",4,28,-1
"7251",4,38,2
"7252",4,70,2
"7253",1,-9,-1
"7254",-6,39,-6
"7255",4,34,1
"7256",1,43,-1
"7257",-6,46,-6
"7258",-6,69,-6
"7259",2,80,2
"7260",4,54,2
"7261",4,64,2
"7262",4,70,-1
"7263",2,-9,2
"7264",-5,-9,1
"7265",4,46,1
"7266",4,73,-1
"7267",1,42,2
"7268",4,43,1
"7269",4,64,1
"7270",2,59,-1
"7271",1,34,2
"7272",-6,50,-6
"7273",-6,57,-6
"7274",4,38,1
"7275",-6,76,-6
"7276",4,51,2
"7277",6,30,-1
"7278",4,48,2
"7279",4,47,1
"7280",1,62,2
"7281",4,80,2
"7282",1,35,8
"7283",4,72,2
"7284",4,58,-1
"7285",4,40,1
"7286",2,72,1
"7287",-6,35,-6
"7288",2,37,1
"7289",4,70,2
"7290",-6,52,-6
"7291",4,64,1
"7292",4,76,1
"7293",4,21,1
"7294",6,22,-1
"7295",1,49,2
"7296",4,36,2
"7297",4,71,2
"7298",4,40,1
"7299",4,80,-1
"7300",4,67,1
"7301",5,73,2
"7302",2,21,2
"7303",4,59,1
"7304",-6,25,-6
"7305",-6,32,-6
"7306",4,68,1
"7307",4,60,1
"7308",4,63,-1
"7309",4,44,2
"7310",4,41,1
"7311",2,52,2
"7312",4,44,-1
"7313",1,60,-1
"7314",2,36,-1
"7315",1,47,1
"7316",4,80,2
"7317",1,43,2
"7318",1,66,2
"7319",4,68,1
"7320",-7,80,-7
"7321",4,48,2
"7322",4,59,2
"7323",4,19,1
"7324",4,55,1
"7325",6,25,1
"7326",4,25,1
"7327",-6,26,-6
"7328",4,24,1
"7329",2,70,2
"7330",2,60,2
"7331",4,64,1
"7332",4,64,1
"7333",4,73,1
"7334",4,79,1
"7335",1,80,2
"7336",4,73,1
"7337",2,38,2
"7338",4,70,1
"7339",7,43,2
"7340",1,65,2
"7341",4,56,1
"7342",6,50,-1
"7343",4,74,2
"7344",4,47,1
"7345",4,61,1
"7346",4,72,1
"7347",4,-9,2
"7348",3,27,-1
"7349",4,53,1
"7350",4,50,-1
"7351",4,60,2
"7352",4,35,-1
"7353",-5,38,3
"7354",4,35,-1
"7355",4,46,-1
"7356",4,59,1
"7357",4,60,1
"7358",4,52,1
"7359",4,30,2
"7360",4,38,-1
"7361",4,54,-1
"7362",4,46,-1
"7363",4,29,1
"7364",4,37,1
"7365",4,36,1
"7366",1,-9,-1
"7367",1,62,2
"7368",4,77,1
"7369",1,72,2
"7370",-6,50,-6
"7371",4,33,1
"7372",-6,20,-6
"7373",4,60,1
"7374",4,40,-1
"7375",6,53,1
"7376",4,44,2
"7377",4,74,1
"7378",4,77,1
"7379",4,32,-1
"7380",4,35,1
"7381",4,58,2
"7382",2,76,1
"7383",-6,44,-6
"7384",-6,59,-6
"7385",-6,-9,-6
"7386",4,64,1
"7387",5,40,2
"7388",4,60,1
"7389",4,18,1
"7390",3,51,2
"7391",2,73,2
"7392",4,57,2
"7393",-6,80,-6
"7394",4,20,-1
"7395",4,50,1
"7396",4,59,2
"7397",-6,46,-6
"7398",1,39,2
"7399",4,58,1
"7400",4,23,1
"7401",1,66,2
"7402",4,67,2
"7403",4,51,2
"7404",1,-9,2
"7405",4,26,1
"7406",4,26,-1
"7407",1,67,2
"7408",3,30,-1
"7409",-6,19,-6
"7410",4,70,1
"7411",4,-9,-1
"7412",4,63,1
"7413",4,70,1
"7414",-6,-9,-6
"7415",4,56,2
"7416",4,28,2
"7417",4,47,1
"7418",4,48,1
"7419",1,65,2
"7420",4,72,-1
"7421",4,41,1
"7422",4,35,2
"7423",4,68,1
"7424",-6,42,-6
"7425",-6,74,-6
"7426",-6,58,-6
"7427",1,50,2
"7428",1,62,2
"7429",1,-9,2
"7430",4,27,-1
"7431",4,58,1
"7432",4,66,1
"7433",4,36,5
"7434",4,58,-1
"7435",4,70,1
"7436",4,33,2
"7437",4,59,2
"7438",3,51,1
"7439",1,61,2
"7440",4,19,-1
"7441",4,23,1
"7442",2,68,1
"7443",1,70,2
"7444",3,43,2
"7445",4,48,1
"7446",4,49,1
"7447",4,59,-1
"7448",5,42,-1
"7449",4,48,-1
"7450",-7,66,-7
"7451",1,78,2
"7452",1,51,1
"7453",7,44,-1
"7454",4,48,1
"7455",4,79,2
"7456",4,42,1
"7457",-6,45,-6
"7458",1,30,1
"7459",4,28,1
"7460",4,33,1
"7461",4,46,2
"7462",4,44,1
"7463",2,73,2
"7464",4,73,-1
"7465",2,71,1
"7466",4,39,2
"7467",1,59,2
"7468",4,19,3
"7469",1,64,-1
"7470",2,-9,2
"7471",4,24,-1
"7472",4,42,1
"7473",4,80,1
"7474",-6,36,-6
"7475",4,65,2
"7476",4,26,-1
"7477",4,18,1
"7478",4,73,1
"7479",-2,19,1
"7480",4,79,1
"7481",4,50,11
"7482",4,37,1
"7483",4,80,1
"7484",-6,68,-6
"7485",4,20,2
"7486",2,39,2
"7487",4,33,2
"7488",4,62,2
"7489",-6,50,-6
"7490",-6,77,-6
"7491",1,49,-1
"7492",1,-9,2
"7493",4,51,-1
"7494",4,46,2
"7495",1,38,-1
"7496",1,64,2
"7497",4,36,2
"7498",2,-9,1
"7499",4,36,1
"7500",4,25,-1
"7501",4,37,1
"7502",4,-9,2
"7503",2,65,2
"7504",-6,72,-6
"7505",4,23,-1
"7506",4,39,1
"7507",1,74,2
"7508",-7,49,-7
"7509",1,80,-9
"7510",3,56,1
"7511",4,41,1
"7512",4,61,1
"7513",-6,33,-6
"7514",4,-9,1
"7515",4,65,1
"7516",4,79,1
"7517",4,54,1
"7518",3,75,1
"7519",4,43,-1
"7520",-6,66,-6
"7521",1,60,1
"7522",4,34,1
"7523",-7,74,-7
"7524",4,60,1
"7525",4,66,-1
"7526",2,55,1
"7527",4,54,1
"7528",2,42,1
"7529",4,78,-1
"7530",4,65,1
"7531",4,63,2
"7532",4,51,1
"7533",-6,33,-6
"7534",4,23,1
"7535",4,27,-1
"7536",-6,68,-6
"7537",-6,42,-6
"7538",4,71,2
"7539",2,80,2
"7540",4,27,-1
"7541",4,57,1
"7542",4,42,-1
"7543",1,67,1
"7544",4,68,1
"7545",4,26,2
"7546",4,61,2
"7547",1,72,1
"7548",2,76,1
"7549",4,53,-1
"7550",4,55,1
"7551",1,24,-1
"7552",4,61,1
"7553",-6,65,-6
"7554",4,36,1
"7555",-6,80,-6
"7556",4,63,1
"7557",2,-9,2
"7558",2,64,1
"7559",-6,69,-6
"7560",4,44,2
"7561",4,32,1
"7562",4,70,-1
"7563",4,64,2
"7564",4,58,1
"7565",4,23,-1
"7566",4,72,1
"7567",-6,67,-6
"7568",4,77,1
"7569",-6,21,-6
"7570",1,65,1
"7571",1,32,-1
"7572",2,50,2
"7573",4,31,-1
"7574",6,80,1
"7575",4,41,1
"7576",-6,28,-6
"7577",4,47,2
"7578",1,79,2
"7579",4,70,1
"7580",4,30,1
"7581",5,31,-1
"7582",4,77,1
"7583",-6,20,-6
"7584",4,19,1
"7585",5,27,-1
"7586",4,40,-9
"7587",4,28,2
"7588",1,79,-1
"7589",4,43,1
"7590",3,39,-1
"7591",4,61,2
"7592",4,50,2
"7593",4,64,2
"7594",1,74,2
"7595",4,31,5
"7596",2,33,1
"7597",2,31,-1
"7598",1,70,-1
"7599",4,47,2
"7600",1,58,-9
"7601",4,22,-1
"7602",4,54,2
"7603",4,75,1
"7604",4,63,1
"7605",4,71,-1
"7606",-6,44,-6
"7607",4,80,1
"7608",-6,48,-6
"7609",4,72,1
"7610",2,31,1
"7611",4,61,1
"7612",4,61,2
"7613",-6,44,-6
"7614",4,51,1
"7615",4,43,-1
"7616",4,75,1
"7617",1,59,1
"7618",4,43,1
"7619",2,78,1
"7620",1,62,2
"7621",4,55,1
"7622",5,26,1
"7623",4,72,2
"7624",-6,60,-6
"7625",1,80,2
"7626",4,19,-1
"7627",-6,20,-6
"7628",4,65,2
"7629",4,69,1
"7630",-6,45,-6
"7631",-6,23,-6
"7632",4,63,-1
"7633",4,27,1
"7634",1,71,2
"7635",4,73,1
"7636",4,57,1
"7637",-6,56,-6
"7638",4,64,-1
"7639",3,29,3
"7640",6,48,1
"7641",4,54,2
"7642",-6,21,-6
"7643",4,53,2
"7644",3,41,2
"7645",4,27,1
"7646",1,80,2
"7647",1,78,2
"7648",-6,29,-6
"7649",6,74,-1
"7650",1,45,1
"7651",4,54,2
"7652",2,59,1
"7653",4,65,1
"7654",-2,49,1
"7655",4,69,1
"7656",4,36,-1
"7657",-6,36,-6
"7658",2,66,2
"7659",-6,59,-6
"7660",4,33,1
"7661",4,72,-1
"7662",4,68,1
"7663",1,67,1
"7664",4,51,1
"7665",4,67,2
"7666",4,50,1
"7667",4,67,1
"7668",-6,68,-6
"7669",4,67,1
"7670",2,27,-1
"7671",4,67,1
"7672",4,19,1
"7673",1,63,-1
"7674",4,60,-1
"7675",4,39,2
"7676",4,38,2
"7677",4,36,-1
"7678",4,46,-1
"7679",3,36,2
"7680",1,57,2
"7681",4,32,2
"7682",4,61,1
"7683",1,70,2
"7684",2,65,2
"7685",2,71,2
"7686",3,65,-1
"7687",4,65,-1
"7688",2,75,2
"7689",6,39,-1
"7690",-6,27,-6
"7691",4,64,-1
"7692",-6,65,-6
"7693",1,56,-1
"7694",4,50,1
"7695",-6,75,-6
"7696",4,66,-1
"7697",-6,27,-6
"7698",4,41,1
"7699",4,60,1
"7700",1,58,2
"7701",4,74,-1
"7702",4,65,2
"7703",4,63,2
"7704",1,27,2
"7705",4,48,1
"7706",1,38,3
"7707",2,63,2
"7708",4,41,1
"7709",1,32,2
"7710",1,63,1
"7711",4,61,2
"7712",6,44,1
"7713",-6,31,-6
"7714",4,27,-1
"7715",-2,28,1
"7716",-6,79,-6
"7717",3,38,2
"7718",4,59,1
"7719",1,59,2
"7720",-6,36,-6
"7721",-6,53,-6
"7722",1,70,2
"7723",1,50,2
"7724",4,30,1
"7725",2,66,2
"7726",1,65,1
"7727",1,31,-1
"7728",1,80,1
"7729",4,33,1
"7730",4,76,-1
"7731",-6,69,-6
"7732",7,48,1
"7733",-6,33,-6
"7734",1,57,1
"7735",-6,36,-6
"7736",4,77,1
"7737",4,69,1
"7738",4,79,2
"7739",-6,37,-6
"7740",4,59,1
"7741",-2,80,-1
"7742",4,32,2
"7743",-6,47,-6
"7744",4,60,2
"7745",4,23,2
"7746",-6,51,-6
"7747",2,42,-1
"7748",-6,25,-6
"7749",4,55,5
"7750",4,72,1
"7751",4,58,4
"7752",-6,31,-6
"7753",4,78,2
"7754",2,56,2
"7755",4,71,1
"7756",4,65,1
"7757",4,69,1
"7758",4,50,1
"7759",4,80,2
"7760",4,36,-1
"7761",4,44,2
"7762",4,53,1
"7763",-6,45,-6
"7764",-6,25,-6
"7765",4,52,-1
"7766",4,34,1
"7767",4,78,1
"7768",-7,45,-7
"7769",4,-9,-1
"7770",2,23,-1
"7771",4,51,1
"7772",1,80,-1
"7773",1,72,-1
"7774",4,41,1
"7775",-6,24,-6
"7776",2,30,-1
"7777",4,55,1
"7778",4,49,1
"7779",1,74,2
"7780",-6,48,-6
"7781",4,64,1
"7782",-6,80,-6
"7783",4,27,-1
"7784",4,-9,2
"7785",4,28,3
"7786",4,50,-1
"7787",1,49,2
"7788",4,65,1
"7789",6,49,1
"7790",4,40,2
"7791",4,21,1
"7792",1,69,-1
"7793",7,68,1
"7794",4,23,2
"7795",-6,32,-6
"7796",4,59,1
"7797",4,51,1
"7798",4,52,1
"7799",4,22,-1
"7800",2,80,2
"7801",1,47,1
"7802",4,67,1
"7803",2,29,1
"7804",1,62,2
"7805",4,65,1
"7806",2,47,2
"7807",4,20,-1
"7808",-6,30,-6
"7809",4,72,1
"7810",6,57,2
"7811",-6,48,-6
"7812",4,70,1
"7813",4,61,1
"7814",4,77,1
"7815",4,80,1
"7816",4,80,2
"7817",4,33,3
"7818",4,18,1
"7819",4,32,1
"7820",-6,25,-6
"7821",1,68,1
"7822",3,54,-1
"7823",4,58,-1
"7824",2,35,2
"7825",4,27,1
"7826",-2,67,-1
"7827",1,65,2
"7828",2,80,2
"7829",2,66,2
"7830",4,46,-1
"7831",4,72,1
"7832",2,80,-1
"7833",4,63,1
"7834",4,47,2
"7835",4,72,1
"7836",4,61,2
"7837",4,61,1
"7838",4,26,-1
"7839",4,48,1
"7840",-2,74,2
"7841",-6,79,-6
"7842",4,23,2
"7843",4,79,2
"7844",1,70,2
"7845",-6,30,-6
"7846",4,54,1
"7847",1,68,1
"7848",4,47,1
"7849",4,50,2
"7850",-6,18,-6
"7851",4,63,2
"7852",6,74,1
"7853",7,29,1
"7854",-2,80,1
"7855",4,60,-1
"7856",4,28,1
"7857",4,52,2
"7858",6,37,1
"7859",2,25,2
"7860",1,40,2
"7861",-6,27,-6
"7862",-6,49,-6
"7863",4,33,2
"7864",4,51,2
"7865",4,80,1
"7866",4,28,1
"7867",-6,33,-6
"7868",-6,28,-6
"7869",4,64,1
"7870",-2,62,1
"7871",4,26,-1
"7872",4,45,1
"7873",-7,79,-7
"7874",-2,72,1
"7875",-6,64,-6
"7876",4,58,1
"7877",1,50,2
"7878",2,54,2
"7879",4,33,-1
"7880",1,60,2
"7881",4,60,1
"7882",6,32,1
"7883",4,59,-1
"7884",4,64,2
"7885",3,23,-1
"7886",4,21,1
"7887",4,72,1
"7888",7,74,1
"7889",-6,34,-6
"7890",-2,62,2
"7891",4,56,2
"7892",4,19,2
"7893",4,64,1
"7894",-6,61,-6
"7895",4,72,2
"7896",-6,37,-6
"7897",1,37,-1
"7898",2,66,-1
"7899",4,35,1
"7900",4,46,1
"7901",4,73,1
"7902",4,28,-1
"7903",4,62,1
"7904",3,61,2
"7905",4,31,2
"7906",4,50,-1
"7907",4,45,1
"7908",4,67,1
"7909",4,51,2
"7910",4,71,1
"7911",-6,67,-6
"7912",-6,-9,-6
"7913",2,64,2
"7914",2,73,1
"7915",3,30,1
"7916",4,73,2
"7917",4,35,8
"7918",1,80,1
"7919",4,63,2
"7920",4,56,1
"7921",-6,38,-6
"7922",4,42,1
"7923",4,36,-1
"7924",4,31,2
"7925",6,25,2
"7926",-6,75,-6
"7927",-6,54,-6
"7928",4,27,1
"7929",4,28,1
"7930",4,59,2
"7931",4,35,1
"7932",4,32,-1
"7933",1,40,2
"7934",4,80,-1
"7935",4,37,-1
"7936",-6,-9,-6
"7937",4,65,-1
"7938",4,35,-1
"7939",4,-9,1
"7940",4,69,2
"7941",2,76,2
"7942",4,20,2
"7943",4,75,1
"7944",4,19,-1
"7945",4,24,2
"7946",-6,46,-6
"7947",4,32,-1
"7948",4,71,2
"7949",2,61,2
"7950",4,44,1
"7951",1,39,5
"7952",1,58,2
"7953",4,71,2
"7954",4,45,-1
"7955",2,37,-1
"7956",-6,26,-6
"7957",-6,36,-6
"7958",4,63,2
"7959",1,41,-1
"7960",2,58,2
"7961",-6,50,-6
"7962",4,54,1
"7963",4,32,2
"7964",4,34,1
"7965",4,48,1
"7966",4,68,1
"7967",-6,31,-6
"7968",2,57,2
"7969",4,58,1
"7970",-6,30,-6
"7971",-6,47,-6
"7972",4,45,-1
"7973",5,56,2
"7974",4,37,2
"7975",1,66,1
"7976",2,54,-1
"7977",4,39,1
"7978",3,49,2
"7979",4,53,1
"7980",-6,65,-6
"7981",4,61,1
"7982",4,65,1
"7983",4,24,2
"7984",2,74,2
"7985",4,26,1
"7986",2,43,-1
"7987",4,59,1
"7988",4,80,1
"7989",4,69,1
"7990",4,63,-1
"7991",3,45,1
"7992",4,80,1
"7993",1,50,-1
"7994",4,34,2
"7995",4,75,2
"7996",4,38,2
"7997",4,80,2
"7998",4,51,-1
"7999",7,28,1
"8000",4,39,2
"8001",4,71,1
"8002",4,66,-1
"8003",1,42,2
"8004",1,27,-1
"8005",4,55,2
"8006",4,52,-1
"8007",3,38,1
"8008",1,42,2
"8009",2,64,2
"8010",-6,45,-6
"8011",4,27,-1
"8012",3,25,2
"8013",4,38,-1
"8014",4,42,1
"8015",4,49,1
"8016",4,22,-1
"8017",-6,59,-6
"8018",4,57,1
"8019",-6,49,-6
"8020",3,39,2
"8021",4,73,1
"8022",2,73,2
"8023",4,43,1
"8024",6,45,1
"8025",4,66,2
"8026",2,72,1
"8027",4,58,-1
"8028",4,38,-1
"8029",4,60,1
"8030",4,32,-1
"8031",4,60,1
"8032",3,45,1
"8033",-6,32,-6
"8034",1,59,1
"8035",4,40,-1
"8036",-6,72,-6
"8037",7,62,2
"8038",4,28,1
"8039",7,72,3
"8040",4,65,1
"8041",4,50,-1
"8042",-7,33,-7
"8043",4,32,1
"8044",4,19,-1
"8045",2,27,-1
"8046",4,58,-1
"8047",2,69,1
"8048",-6,33,-6
"8049",-6,67,-6
"8050",1,63,2
"8051",1,69,2
"8052",4,32,2
"8053",6,48,2
"8054",4,45,-1
"8055",-6,57,-6
"8056",-6,47,-6
"8057",4,57,2
"8058",-6,56,-6
"8059",-6,30,-6
"8060",-6,-9,-6
"8061",4,70,1
"8062",4,55,1
"8063",4,59,1
"8064",4,80,1
"8065",4,69,1
"8066",4,25,1
"8067",1,55,2
"8068",4,60,1
"8069",2,44,2
"8070",-6,30,-6
"8071",2,80,2
"8072",4,44,2
"8073",-6,73,-6
"8074",4,78,1
"8075",-6,23,-6
"8076",1,77,2
"8077",3,25,-1
"8078",-6,40,-6
"8079",3,45,1
"8080",-6,47,-6
"8081",4,64,2
"8082",3,45,-1
"8083",4,35,-1
"8084",4,76,-1
"8085",4,58,-1
"8086",2,48,2
"8087",4,42,1
"8088",-6,28,-6
"8089",1,56,-1
"8090",-6,43,-6
"8091",-2,52,1
"8092",4,46,5
"8093",-2,63,1
"8094",4,32,-1
"8095",3,79,-1
"8096",6,47,-1
"8097",4,80,1
"8098",4,34,1
"8099",1,76,-1
"8100",4,55,1
"8101",2,22,1
"8102",2,35,1
"8103",-6,51,-6
"8104",4,32,1
"8105",1,60,2
"8106",4,35,5
"8107",1,31,-1
"8108",4,35,1
"8109",3,69,1
"8110",4,73,1
"8111",4,74,1
"8112",-6,50,-6
"8113",4,45,2
"8114",4,67,1
"8115",4,38,1
"8116",2,65,1
"8117",4,34,2
"8118",1,29,2
"8119",4,33,1
"8120",-5,38,1
"8121",3,71,2
"8122",4,30,2
